gene,name,human_log2FC,human_padj,rhesus_log2FC,rhesus_padj,rat_log2FC,rat_padj,mouse_log2FC,mouse_padj,divergence,TFBM,H3K4_length,TATA,CGI,DM_unst,DM_pIC4,DM_pIC2,DM_pIC8,cytokines_and_chemokines,cytokines_receptors,transcription_factors,kinases_and_phosphatases,dNdS_29M,gain_loss_rate_pval,age_PTHR7_wagner,cellular_PPIs,viral_PPIs,viral_immunomodulators_PPI
ENSG00000173918,C1QTNF1,1.99631638391985,1.9e-13,1.36334557945784,0.025465454175949,1.22650527285392,0.070765334398347,-1.21723711671169,0.037459032579563,1.48147200767746,856,4414,0,329,NA,NA,NA,NA,0,0,0,0,NA,0,8,3,0,0
ENSG00000185880,TRIM69,1.68025517445164,3.04e-13,4.64379924911678,7.1e-06,1.1739758176104,0.114830497471027,5.94355753420493,7.24e-09,2.08446366105473,444,2937,0,NA,0.132869300627129,-0.128400961898599,NA,0.378851691306152,0,0,0,0,NA,0,6,106,0,0
ENSG00000120217,CD274,3.10963934891368,3.32e-13,3.80403682415336,9.55e-08,7.44760669777763,1.28e-56,7.78526986621118,3.27e-58,2.85941556859236,402,2622,0,215,NA,0.605503021729039,NA,0.514139925361625,0,0,0,0,0.46,0.952,9,2,0,0
ENSG00000140464,PML,1.57343117735351,3.44e-13,1.14195211303018,3.06e-05,0.923322133704986,6.26e-08,0.953071628599536,0.110018639006951,-1.50174713985996,658,4786,0,NA,-0.100129064312531,0.024304407747564,-0.011343016684937,-0.072160710171964,0,0,0,0,0.24,0.858,7,222,5,0
ENSG00000165494,PCF11,1.17233751265427,4.63e-13,1.38858112324164,1.87e-08,0.843095636732372,0.026543686923924,1.10001691584348,0.000423448560741,-2.09059511341528,909,6143,0,169,0.188434361521353,0.563645173113895,0.801405994144717,0.079456720344781,0,0,0,0,0.14,0.997,11,13,1,0
ENSG00000266074,BAHCC1,1.69732200648139,5.97e-13,1.01558379185256,9.22e-05,1.63076289017927,5.07e-05,-0.11968243393751,0.870189102619752,0.217771141510295,1885,10024,0,400,NA,NA,NA,NA,0,0,0,0,NA,0.44,NA,0,0,0
ENSG00000162692,VCAM1,6.65424612862736,6.26e-13,1.89810848581485,0.038814900851673,8.53434067497994,1.17e-154,3.21611866094637,2.69e-71,2.72674444439236,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0.34,0,9,13,1,0
ENSG00000173212,MAB21L3,1.82463261161071,8.76e-13,0.993810736444012,0.04672890204717,2.83767952643514,0.000789000392936,-0.739075944386037,0.70081883583566,1.25287824578124,29,224,0,NA,NA,-0.033268890979806,-0.252298279416693,-0.195006289785896,0,0,0,0,0.23,0.736,7,3,0,0
ENSG00000180828,BHLHE22,4.99978170733224,1.1e-12,0.166123216819146,0.599523155592608,1.32296355376375,0.30595720600845,-1.17227116851485,0.13630992838658,2.61635162967832,687,3632,0,NA,NA,NA,NA,NA,0,0,1,0,0.05,0,5,3,0,0
ENSG00000003756,RBM5,0.92348801641827,1.13e-12,0.977677222144619,2.94e-09,0.53349502346162,0.007628017623643,0.446248790155239,0.059561703769718,-1.53762224160482,269,2719,0,188,0.213014276494035,0.175263402665732,0.836449415122158,-0.062026021471538,0,0,0,0,0.02,0.972,12,19,5,0
ENSG00000145365,TIFA,1.15007106642985,1.44e-12,1.15872285319029,1.98e-06,0.985823293116184,0.730000636415853,2.81307624826893,0.000165199664764,0.329185571013345,574,3819,0,319,0.102398713730333,0.57204939933502,0.257591562652115,-0.021879905694175,0,0,0,0,0.28,0.806,9,16,0,0
ENSG00000176155,CCDC57,2.07807941021671,1.52e-12,0.895740473577529,0.002741119966874,0.830961080239786,0.081493452006778,0.300845354194452,0.792697340950321,0.237433283375315,421,2254,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.588,8,20,0,0
ENSG00000150630,VEGFC,1.14613747409327,1.67e-12,1.21344317806744,6.23e-05,-0.20814972087356,0.699126898708237,1.0847577375275,0.001739110610032,-0.031659001321104,874,6567,0,400,-0.225217666620009,0.455496281800209,0.514693624081484,-0.006068028010509,0,0,0,0,NA,0.999,10,0,0,0
ENSG00000140398,NEIL1,2.53589956132089,2.16e-12,0.394206056565359,0.619639432938869,0.460853628075197,0.473942699737746,0.224972287890671,0.86206857019553,0.883693410913973,380,2306,0,NA,NA,NA,NA,NA,0,0,0,0,0.21,0.971,9,3,0,0
ENSG00000169248,CXCL11,9.85101848127556,3.26e-12,10.4672035203357,2.73e-38,11.6628942142537,4.95e-51,13.607465789042,1.94e-22,1.97006998558416,275,2287,0,NA,NA,0.840433884463193,1.65627349321808,0.825829115543442,1,0,0,0,0.41,0.969,3,2,0,0
ENSG00000213918,DNASE1,1.52169356423364,3.52e-12,0.846574446629221,0.027601682174194,0.123208420283657,0.992723954555836,0.89332097049263,0.252653999988306,-0.329874290028926,567,3242,0,NA,NA,NA,NA,NA,0,0,0,0,0.15,0.233,9,1,0,0
ENSG00000138135,CH25H,5.19761983860007,3.6e-12,4.47794770023899,1.18e-16,6.33335671650448,8.22e-29,5.947317810287,3e-24,0.622394248913648,364,2912,0,NA,NA,NA,NA,0.971728804697947,0,0,0,0,0.13,0.765,11,60,0,0
ENSG00000197774,EME2,1.51708375117428,4.11e-12,0.627046272691416,0.046266174329481,0.037199124567617,0.995493366450561,0.776720552812689,0.031826816121696,-0.252148204471728,951,4826,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.184,5,0,0,0
ENSG00000135111,TBX3,0.904535355424793,4.12e-12,2.42248924526122,1.32e-21,0.37032757256565,0.498440607227222,0.307280574553734,0.570582806366237,0.846679792285756,971,7401,0,400,-0.158195064552989,0.313827561027942,0.50040375902065,0.160066296446511,0,0,1,0,NA,0.001,9,16,1,0
ENSG00000138834,MAPK8IP3,2.28666516633851,4.44e-12,1.37364468275762,7.2e-07,2.37720454953521,9.32e-09,1.17272304651666,4.94e-08,-0.554879250910026,704,4429,0,400,NA,NA,NA,NA,0,0,0,0,0.05,0.665,12,58,0,0
ENSG00000114857,NKTR,1.39696353834345,4.44e-12,0.685354561607372,0.012580709686722,1.42855905841934,0.000911578411489,0.827692986380101,0.006086842604669,-1.49423554888285,472,3317,0,361,-0.008126792999854,0.249561363482235,0.71860815986077,0.023564420951655,0,0,0,0,0.26,0.949,9,67,0,0
ENSG00000178685,PARP10,1.70688311929075,4.55e-12,1.20790979011926,0.011001683274746,3.08100438436759,1.48e-35,3.9944600487686,1.47e-15,1.52576077952762,17,208,0,NA,NA,NA,NA,-0.228134715257104,0,0,0,0,NA,0.223,10,2,0,0
ENSG00000111011,RSRC2,0.955127781383183,5.11e-12,1.12945172165447,2.4e-12,1.01036862949776,0.000466825717527,1.29846701581966,5.45e-05,-3.19613429914717,707,6223,0,319,-0.262652809412793,0.342982391181166,0.294187579161108,0.06579225823105,0,0,0,0,NA,0.875,11,12,1,0
ENSG00000159128,IFNGR2,1.23318200118829,5.35e-12,1.82283865807053,7.04e-14,1.13733613048782,3.36e-07,-0.21379481943747,0.556058623576624,0.518900631069009,713,3777,0,NA,0.064041490581257,0.192122577830008,0.012017755275597,0.162993800104416,0,0,0,0,0.41,0.94,9,6,0,0
ENSG00000133106,EPSTI1,3.18613440621824,5.35e-12,2.97267287944014,4.33e-09,-0.736776345599614,0.763669783607109,4.07877104094421,2.68e-05,2.05314555108518,434,2733,0,223,NA,NA,NA,0.076925235805924,0,0,0,0,0.64,0.613,5,0,0,0
ENSG00000167483,FAM129C,1.85890169612416,5.35e-12,0.838075356898653,0.255699157131829,-1.85323677045844,1,1.94496485391148,0.002185356895415,1.71630577991117,198,1013,0,NA,NA,NA,NA,NA,0,0,0,0,0.27,0.582,6,0,0,0
ENSG00000145632,PLK2,2.60820471447817,9.27e-12,1.74086260591295,4.32e-14,3.5765808401336,1.41e-05,0.88662961499107,2.19e-06,0.693290743022232,667,4898,0,400,0.115527460712096,1.30797124919123,1.17746237534625,0.48230077261776,0,0,0,0,0.04,0.876,14,390,0,0
ENSG00000147454,SLC25A37,1.13760588189157,9.27e-12,0.87013492064311,7.75e-06,2.36241506147092,1.08e-17,1.67854327096061,7.73e-05,0.155548601888783,728,4727,0,197,0.09747831716564,0.145701877396088,0.69245268810461,0.06464012165272,0,0,0,0,0.09,0.917,14,7,0,0
ENSG00000115919,KYNU,1.75321187880567,9.3e-12,0.677286028835463,0.722818560692808,-5.13e-15,1,2.41744204537557,0.015033152775287,0.559874744820802,NA,NA,0,NA,-0.352343477477831,-0.095243018732686,-0.134940554079663,0.464250363263302,0,0,0,0,NA,1,11,1,0,0
ENSG00000132481,TRIM47,1.78248441024875,1.03e-11,1.1779892142258,2.18e-07,1.33940240788592,7.49e-10,0.955688698198101,0.023575717788621,-1.43193571177335,517,2588,0,367,NA,NA,NA,0.014310386370885,0,0,0,0,NA,0,6,3,0,0
ENSG00000145777,TSLP,4.0281641638427,1.05e-11,2.79843849183774,5.67e-10,3.38469691933226,3.52e-09,3.38048968870284,5.56e-16,-0.970209271780209,279,2069,0,328,NA,NA,NA,NA,1,0,0,0,0.7,0.379,3,1,0,0
ENSG00000102921,N4BP1,1.27633505117468,1.24e-11,0.44200729707665,0.012913342166005,1.55998673118924,8.11e-08,1.33078397459355,6.19e-10,-0.633358221490857,625,3427,0,NA,-0.00230229101944,0.215868857142408,-0.006055210173965,0.125612681145941,0,0,0,0,0.22,0.463,10,5,1,0
ENSG00000130813,C19orf66,1.78801488830919,1.28e-11,1.35879240178631,0.02166714529431,2.404018817758,4.74e-05,3.49777522521244,0.002683539047499,0.807645608939626,509,2309,0,376,NA,NA,-0.067412021342101,-0.237980605011549,0,0,0,0,0.08,0.79,5,18,0,0
ENSG00000119698,PPP4R4,3.14677220224164,1.51e-11,0.253936374700361,0.474733970875687,0.666740865906974,0.878623183715913,0.501208033530552,0.59557195709801,1.20755009975732,827,3520,0,400,NA,NA,NA,0.833206247157093,0,0,0,0,0.13,0.894,11,2,0,0
ENSG00000135473,PAN2,1.15359474389811,1.64e-11,1.04306078546938,2.5e-05,0.80659982635608,0.00995967480124,0.858042005642214,0.003022531898478,-2.59728295879003,361,2379,0,86,NA,0.617956428504028,NA,NA,0,0,0,0,0.05,0.629,13,330,0,0
ENSG00000171621,SPSB1,1.16687647545925,1.84e-11,0.373176197944663,0.116310209282542,-0.679171675638758,0.000315009936128,1.20743668372988,0.00010390423553,0.264854528846278,162,704,0,400,NA,0.103084319728455,NA,0.03260070611551,0,0,0,0,0.02,0.606,12,17,0,0
ENSG00000067082,KLF6,1.27373531399183,1.86e-11,0.737274364596515,0.002149887804923,1.2824065717549,0.002440806330289,0.718108104783806,0.000419979784151,-1.88661987924586,1334,8957,0,400,0.55484697204616,0.469931152143803,1.12998274806675,0.071135624834724,0,0,1,0,NA,0,0,31,0,0
ENSG00000113240,CLK4,1.34584500128304,2.7e-11,1.49240698245706,5.08e-08,1.40147593365175,0.039909226527503,1.16831318919282,2.86e-05,-3.29739436325969,506,3904,0,396,-0.023967986519328,0.259112272600103,0.839763050305769,0.007780225367366,0,0,0,0,NA,0.943,14,69,0,0
ENSG00000166012,TAF1D,1.03018957809619,4.43e-11,1.82294269419287,3.2e-24,2.03448691728941,2.97e-06,2.37848990277062,1.6e-16,-0.229441287266709,563,4523,0,400,-0.211939890807321,0.587798617937811,1.02807103785478,0.354546234520195,0,0,0,0,0.36,0.286,8,17,0,0
ENSG00000164920,OSR2,1.48930859092617,5.29e-11,1.22332536791266,0.000102555902836,0.281691989480493,0.61812782435715,-1.6159686475271,0.033932305189379,1.61190229879967,1966,13351,0,227,0.063845884410725,0.456460913048832,1.42723215832366,0.645970632834895,0,0,1,0,0.03,0.012,4,20,0,0
ENSG00000270379,HEATR9,5.85373137632968,6.09e-11,5.18253158804401,6e-08,5.67569681691674,3.35e-06,10.7925839322445,3.55e-24,2.64155171820138,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.806,NA,0,0,0
ENSG00000225697,SLC26A6,1.16092752191211,9.77e-11,0.438569768010627,0.012180668621369,0.719847962332739,0.071706364789961,0.221839448676112,0.838833996110678,-1.20186915097971,471,2960,0,344,NA,0.621579580262003,NA,0.32261321040779,0,0,0,0,NA,0.255,NA,2,0,0
ENSG00000164400,CSF2,7.74929863010065,1.03e-10,4.68582307776123,0.002734273254011,8.59027013906563,5.32e-29,8.38058183140086,3.46e-22,2.01495970764418,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0.55,0.626,4,11,1,0
ENSG00000168398,BDKRB2,3.27647635538716,1.06e-10,0.626472665022189,0.392404431239266,0.758963705910355,0.00257224824433,0.22085180732637,0.926628974589317,1.37730365779266,287,1747,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,9,0,3,0
ENSG00000095951,HIVEP1,1.8282562402503,1.16e-10,1.22624283152534,3.77e-05,1.43485922209279,0.000313445051923,1.06292913132311,0.037459032579563,-1.59617752053443,603,2428,0,158,NA,NA,NA,NA,0,0,1,0,0.28,0.964,8,93,12,0
ENSG00000145901,TNIP1,1.67816485902625,1.19e-10,1.13215469054301,0.00310976147698,2.38413338148664,8.49e-21,2.6658930114304,2.55e-50,0.298956218004444,107,534,0,NA,NA,0.796707014306176,0.169042758387949,0.483644002082725,0,0,0,0,0.16,0.982,10,45,6,0
ENSG00000105559,PLEKHA4,1.89164079690744,1.2e-10,0.148831577053118,0.919983450712992,4.29405189021925,1.64e-19,4.39975358028209,6.91e-06,2.47054142299948,526,2581,0,NA,NA,0.214041406413722,0.475699293625279,0.625843538833932,0,0,0,0,NA,0.839,4,0,0,0
ENSG00000178607,ERN1,1.51665684511224,1.26e-10,1.16110503479554,2.73e-05,1.00950607399126,1.49e-05,0.386344219072859,0.760081568755908,-0.617091593793904,577,2876,0,400,NA,0.626683995270914,NA,0.696054671284843,0,0,0,0,0.08,0.961,14,133,0,0
ENSG00000006062,MAP3K14,1.80288974197978,1.39e-10,1.92420380491049,1.27e-08,2.79339049705695,2.06e-36,2.65744744562075,1.1e-15,-0.28618574014652,603,3961,0,400,NA,NA,0.756875441824489,NA,0,0,0,1,NA,0.884,9,0,1,0
ENSG00000113108,APBB3,1.5211512230942,1.57e-10,1.62535338595964,3.95e-08,2.17751668287634,7.03e-08,0.220911838638971,0.646206473000667,0.095032513982813,450,3424,0,400,NA,NA,NA,NA,0,0,0,0,0.16,0.969,7,3,0,0
ENSG00000177606,JUN,1.33300249844511,1.68e-10,2.462438988347,8.34e-35,1.68802452792518,1.7e-13,1.3360744666987,2.87e-09,-0.695918582076122,948,6208,0,400,NA,0.426053748786351,0.722502562906208,0.376461439959212,0,0,1,0,0.02,0,11,331,6,0
ENSG00000137776,SLTM,1.01825084183799,1.77e-10,0.816178928364756,0.000166295364664,0.398306417227982,0.363639672471387,0.568107578365456,0.057641277763715,-1.58095143552383,550,3597,0,400,-0.035215339982512,0.18630516762681,0.232112344771583,0.002184248148424,0,0,0,0,NA,0.915,9,10,0,0
ENSG00000173846,PLK3,1.44339432512744,2.27e-10,2.0209707422523,5.41e-13,1.61233447305944,2.04e-11,0.075463677791979,0.978646385756294,0.38044748888627,940,4646,0,400,NA,0.27828292114032,0.101894605204457,0.109074950246369,0,0,0,0,0.1,0.876,14,395,0,0
ENSG00000158805,ZNF276,1.43073115840611,2.44e-10,1.52659307389231,3.05e-15,0.747057459307659,0.001450445825992,0.540859106412381,0.100586768197075,-0.342973092789242,816,4604,0,400,NA,0.364176294160361,0.566978422602908,0.019167240640949,0,0,1,0,0.17,0.662,9,23,0,0
ENSG00000129595,EPB41L4A,1.52272512582045,2.45e-10,1.59512188971073,0.003447693261177,0.222347557883251,0.948773938558456,-0.134030730061448,0.892782831740596,0.84482694595333,529,3277,0,NA,NA,0.491024739196309,0.852259471307984,-0.0315012638405,0,0,0,0,NA,0.949,11,0,0,0
ENSG00000160781,PAQR6,4.00913047759095,2.51e-10,2.67429164335122,0.001009439430544,0.093679095881069,0.943315209451801,0.301537051854402,0.986522740507751,2.33617783544067,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0.36,0.06,0,0,0,0
ENSG00000183718,TRIM52,1.55535813925837,3.13e-10,1.06856782750369,0.000866978430959,-5.13e-15,1,1.14580213970813,0.365769019848301,-0.068632918666349,742,5035,0,368,-0.228738715121341,0.218672853045546,0.575305512915184,0.108249296859365,0,0,0,0,NA,0,2,0,0,0
ENSG00000132003,ZSWIM4,2.50623715444421,3.16e-10,1.40422879905303,2.46e-07,2.01912581110825,3.22e-23,0.967605667258154,3.84e-05,-0.231490033736422,711,3072,0,368,NA,NA,NA,NA,0,0,0,0,0.06,0.468,11,1,0,0
ENSG00000146457,WTAP,1.24254409878219,3.25e-10,1.44972242214509,4.85e-12,0.041425583101784,0.956322909441416,0.018967983011409,0.996960813231494,0.555347040032335,748,5274,0,400,-0.410713844749894,0.874711707554011,1.07164426331152,0.446926229208578,0,0,0,0,0.23,0.705,9,15,0,0
ENSG00000119280,C1orf198,1.39165659089346,3.33e-10,-0.284226399560368,0.348718130580204,-0.194630785404692,0.660942820648433,-0.687360377444925,0.006561638955683,0.560924013698068,627,4034,0,356,-0.029841649685237,-0.265250172913019,0.490141881110311,0.002203884537163,0,0,0,0,0.2,0.694,9,2,0,0
ENSG00000123243,ITIH5,1.7608617517929,3.33e-10,-0.554213893659431,0.746895022070852,-0.185825242099685,0.771592922843239,1.40145630723372,0.079851654585371,0.677921691193831,128,1100,0,269,NA,NA,NA,-0.64557046074721,0,0,0,0,NA,0.177,0,0,0,0
ENSG00000104312,RIPK2,1.53108284946475,3.49e-10,0.212784369537312,0.419257358051781,1.56686764950107,5.4e-15,2.70642577230501,3.23e-31,0.858078876485694,880,6163,0,400,0.165953782600612,0.464232046461528,0.895533477292193,0.14402777541722,0,0,0,0,0.25,0.99,10,113,1,0
ENSG00000171163,ZNF692,1.76343477936213,3.66e-10,1.11190926417848,2.16e-06,1.64507257324349,2.54e-05,1.50052200678029,1.39e-05,-2.04327217980281,571,3192,0,248,-0.048051642808511,0.590440885801523,0.482311631790112,NA,0,0,1,0,0.32,0.662,0,18,0,0
ENSG00000119508,NR4A3,4.6045889475778,3.73e-10,2.40534100402987,0.00138684795943,0.579705408648359,0.191835033055034,1.29348916688448,0.141814659368751,2.07103849396291,1337,6917,0,400,NA,NA,NA,NA,0,0,1,0,NA,0.003,7,19,0,0
ENSG00000138386,NAB1,1.09394149154757,4.41e-10,0.480032583852127,0.021908324720925,0.374328271041753,0.179740961006028,0.282522269299558,0.341935040438531,-1.18218842674818,723,4287,0,400,0.039818168799946,-0.035417838038477,0.06547572472785,0.368857152348397,0,0,0,0,0.09,0.855,11,7,0,0
ENSG00000075426,FOSL2,1.05296832705863,5.07e-10,1.85393599153091,1.99e-14,0.147216169665432,0.773546921972301,-0.202015486588037,0.823304634949421,0.868695892275462,1365,7517,0,400,0.030555850686416,0.519994625237175,-0.216557791905251,0.055568398766014,0,0,1,0,0.02,0.895,9,48,3,0
ENSG00000149451,ADAM33,1.70814363392922,5.34e-10,0.103246871135042,1,1.21504475708958,9.66e-05,1.00645607716222,0.225147242165816,-0.361187489199419,739,3529,0,394,0.117449988815702,0.027580487824199,0.782039929558571,0.385165923015476,0,0,0,0,NA,0,12,3,0,0
ENSG00000149289,ZC3H12C,1.18634371183689,6.93e-10,0.958092070420705,0.000120805513216,1.09269913466179,0.003989233697894,1.17994834614509,0.004689489805593,-3.96135143723187,569,4070,0,NA,-0.052596148683526,0.374947536728604,0.866827052594562,0.053265519368809,0,0,0,0,0.09,0.463,9,0,0,0
ENSG00000138496,PARP9,2.02509226369408,7.38e-10,0.671967475992163,0.184923973076348,3.52479349911112,6.76e-24,2.92564623092803,1.88e-08,1.403506963915,502,3250,0,270,0.082975373943155,0.277599078065811,0.435671978275275,-0.216403696702046,0,0,0,0,NA,0.223,10,4,0,0
ENSG00000088756,ARHGAP28,1.74293956460845,8.68e-10,1.08976674556997,0.151700039062094,0.021125835256823,1,0.097617178273502,0.938258996970062,0.667583500382355,329,1956,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.205,8,0,0,0
ENSG00000187961,KLHL17,1.58922584993134,1.14e-09,1.47663569785537,5.45e-09,0.963245288908482,0.016329462188241,0.508191198672204,0.156142115408306,-0.370360291147239,1089,4736,0,400,NA,NA,NA,NA,0,0,0,0,NA,0.89,4,13,0,0
ENSG00000204256,BRD2,0.985030780891867,1.18e-09,1.46792044407812,3.24e-17,0.695169389785513,0.00396209962761,0.870163412105171,3.54e-06,-1.33591327299894,1816,10453,0,NA,-0.151832377975273,0.658694771612417,0.967323841527466,0.013753765878118,0,0,0,0,NA,0.686,9,260,1,0
ENSG00000183891,TTC32,1.75623382781097,1.22e-09,1.05432680136301,0.000159473851072,-0.14776713253691,0.912618923552187,0.319463233990205,0.706278542076686,0.651619687865173,377,3483,0,400,-0.204714010240688,0.449128325738394,0.622179463630147,0.318379973477357,0,0,0,0,0.35,0.954,9,121,0,0
ENSG00000110888,CAPRIN2,1.1798803671463,1.24e-09,0.678112507058059,0.029665043094173,0.172187927516941,0.818454871236105,0.307398649409236,0.550112676342244,-0.611540998008179,544,3348,0,NA,0.193079377809446,0.339730388967587,0.393109882286205,0.197807792993985,0,0,0,0,NA,0,8,2,0,0
ENSG00000184545,DUSP8,3.29890113811283,1.25e-09,1.4739429044487,0.002068601783282,3.85108768237117,1.15e-11,2.97815702752549,9.28e-06,0.732519827772126,532,1771,0,NA,NA,NA,NA,NA,0,0,0,1,NA,0,11,75,0,0
ENSG00000204138,PHACTR4,1.56243539033773,1.28e-09,0.67105034302795,0.01730639739833,-0.204545928722748,0.655613860863659,0.790442450178046,0.000782716459561,0.117587324932636,298,2506,0,172,0.205724027811469,0.087193430429984,0.74776969208251,-0.052141650027354,0,0,0,0,0.33,0.911,10,3,1,0
ENSG00000128159,TUBGCP6,1.01349853608044,1.32e-09,0.427631951391274,0.017270065510009,0.23842297494237,0.463819951818292,-0.111096529377605,0.912941499480311,-0.60171514765254,1006,5337,0,106,NA,0.611838496000179,NA,0.124440635217425,0,0,0,0,NA,0.96,11,68,3,0
ENSG00000112773,FAM46A,2.00292012027945,1.34e-09,1.53142676494702,2.73e-06,0.234102342233046,0.487233120689203,4.41916196361913,1.48e-37,1.55756583020531,816,5740,0,400,0.240890805265198,1.29229754318727,1.84503340852277,0.569925623233879,0,0,0,0,0.13,0.899,9,7,0,0
ENSG00000134326,CMPK2,5.23283360277821,1.34e-09,4.66256205435037,5.07e-09,7.9216116461345,1.32e-114,9.01846649302945,7.5e-41,2.54858252291267,549,3321,0,400,NA,NA,NA,-0.066624099093751,0,0,0,0,0.22,0.676,11,7,0,0
ENSG00000172613,RAD9A,1.12069131709185,1.39e-09,0.63784181379046,0.001251555483986,0.317879181441838,0.288027072044981,-0.268388231138924,0.673974106705892,-0.134194956479438,774,4259,0,352,NA,NA,NA,NA,0,0,0,0,0.19,0.775,10,33,0,0
ENSG00000198840,MT-ND3,1.20315581267876,1.71e-09,2.14219781412583,8.45e-12,-0.393742823732163,0.185566844742852,-0.131019661951652,0.903397579244296,1.38182325964835,NA,NA,11.4444,NA,-0.734682151722025,-0.127258886388675,-0.070635555402603,-0.528106369686456,0,0,0,0,NA,0.248,7,18,0,0
ENSG00000130775,THEMIS2,1.90042705243785,1.86e-09,0.402314932176888,0.909367868078559,1.10117239361691,0.031775595127601,1.5989442847701,0.563253441045168,-0.411725880502112,230,1511,0,147,NA,NA,NA,-0.206638711940294,0,0,0,0,0.29,0.949,7,3,0,0
ENSG00000155287,SLC25A28,1.36054157321698,2.04e-09,0.976759083566014,5.57e-08,0.428535508227329,0.130585788271771,1.48848674952714,0.002658186150135,-1.01651199973892,619,4795,0,400,0.051104616306937,0.23278047104246,NA,-0.116884978723169,0,0,0,0,0.05,0.917,14,6,0,0
ENSG00000170581,STAT2,1.89418864156444,2.87e-09,1.18496803440552,0.007198891829031,3.14366610281863,1.64e-30,3.35826284351287,1.14e-16,1.12040767138635,502,3455,0,NA,-0.391577269679455,-0.059875006124478,-0.268971609161527,-0.090238381795344,0,0,1,0,0.39,0.263,4,51,9,3
ENSG00000167604,NFKBID,2.19492428279005,3.78e-09,2.33308419126701,5.2e-09,3.0153069997054,2.87e-11,2.67459783432405,5.6e-05,-0.990762392364448,843,4463,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.409,7,35,1,0
ENSG00000168137,SETD5,1.05930359870565,3.78e-09,1.0410633611813,5.5e-08,0.607694738935013,0.003831750843961,0.27095495133696,0.38424074994469,-0.912348837799709,1363,8559,0,400,0.149281619649499,0.273305621211597,0.211942735548351,-0.02044054229537,0,0,0,0,0.2,0.992,8,4,0,0
ENSG00000198938,MT-CO3,1.35117773461897,4.03e-09,1.82672620284849,3.23e-10,-0.06642962900932,0.967255724858515,0.470969265983259,0.521771657226435,0.718631365289849,NA,NA,0,NA,0.496610127891661,0.332056617541234,0.892351634240197,-0.471644325697954,0,0,0,0,NA,0.141,7,35,0,0
