geneid,mouse_TATA_100bp_TSS_fimo.txt,mouse_most_abundant_03_01_ov_cpg.txt,mouse_most_abundant_05_01_ov_cpg.txt
ENSMUSG00000053101,0,0,0
ENSMUSG00000031429,0,0,0
ENSMUSG00000063694,0,400,450
ENSMUSG00000031824,0,400,600
ENSMUSG00000005763,0,0,0
ENSMUSG00000041645,0,310,310
ENSMUSG00000044583,0,0,0
ENSMUSG00000033499,0,400,600
ENSMUSG00000026466,0,59,59
ENSMUSG00000004814,0,0,0
ENSMUSG00000002504,0,82,82
ENSMUSG00000036533,0,400,600
ENSMUSG00000034574,0,83,83
ENSMUSG00000034858,0,400,478
ENSMUSG00000020300,0,0,0
ENSMUSG00000074247,0,348,348
ENSMUSG00000002477,0,208,208
ENSMUSG00000024805,0,316,316
ENSMUSG00000078921,0,0,0
ENSMUSG00000025492,0,0,0
ENSMUSG00000049225,0,400,600
ENSMUSG00000049624,0,231,231
ENSMUSG00000039158,0,0,0
ENSMUSG00000032024,0,58,58
ENSMUSG00000031833,0,398,398
ENSMUSG00000046179,0,271,271
ENSMUSG00000041324,0,0,0
ENSMUSG00000010095,0,218,218
ENSMUSG00000072949,0,97,97
ENSMUSG00000095098,0,208,208
ENSMUSG00000021226,0,91,91
ENSMUSG00000026222,0,0,0
ENSMUSG00000038058,0,203,203
ENSMUSG00000052934,0,400,423
ENSMUSG00000059824,0,207,364
ENSMUSG00000042284,0,0,0
ENSMUSG00000030199,0,400,600
ENSMUSG00000031549,0,0,0
ENSMUSG00000002885,0,99,99
ENSMUSG00000050592,0,400,600
ENSMUSG00000059851,0,205,205
ENSMUSG00000018286,0,0,0
ENSMUSG00000022799,0,179,179
ENSMUSG00000015839,0,400,410
ENSMUSG00000010663,0,242,242
ENSMUSG00000039478,0,0,0
ENSMUSG00000064181,0,319,319
ENSMUSG00000044827,0,0,0
ENSMUSG00000038212,0,126,126
ENSMUSG00000017715,0,0,0
ENSMUSG00000040964,0,0,0
ENSMUSG00000029826,0,400,600
ENSMUSG00000036452,0,336,336
ENSMUSG00000037824,0,400,600
ENSMUSG00000003541,0,0,0
ENSMUSG00000060477,0,184,184
ENSMUSG00000071172,3.73E-06,400,600
ENSMUSG00000058258,0,0,0
ENSMUSG00000022404,0,281,281
ENSMUSG00000036636,0,0,0
ENSMUSG00000000976,0,117,117
ENSMUSG00000042688,0,390,390
ENSMUSG00000022788,0,0,0
ENSMUSG00000020128,0,400,600
ENSMUSG00000029467,0,400,600
ENSMUSG00000015671,0,378,378
ENSMUSG00000047747,0,16,16
ENSMUSG00000028944,0,400,600
ENSMUSG00000034312,0,252,252
ENSMUSG00000043252,0,400,420
ENSMUSG00000026504,0,363,563
ENSMUSG00000034255,0,113,113
ENSMUSG00000029836,0,400,600
ENSMUSG00000029108,0,400,600
ENSMUSG00000040152,0,0,0
ENSMUSG00000030830,0,0,0
ENSMUSG00000001416,0,336,336
ENSMUSG00000025436,0,183,183
ENSMUSG00000001052,0,280,280
ENSMUSG00000037661,0,282,282
ENSMUSG00000030559,0,0,0
ENSMUSG00000024277,0,325,325
ENSMUSG00000025059,0,400,479
ENSMUSG00000031701,0,400,501
ENSMUSG00000064326,0,400,502
ENSMUSG00000026088,0,349,420
ENSMUSG00000021886,0,0,0
ENSMUSG00000074345,0,193,193
ENSMUSG00000063268,0,0,0
ENSMUSG00000005813,0,400,413
ENSMUSG00000044986,0,103,44
ENSMUSG00000024097,9.17E-06,320,320
ENSMUSG00000029135,0,400,600
ENSMUSG00000022237,0,380,380
ENSMUSG00000031903,0,270,270
ENSMUSG00000026923,0,271,271
ENSMUSG00000020680,0,400,571
ENSMUSG00000089844,0,0,0
ENSMUSG00000024300,0,0,0
ENSMUSG00000052270,0,0,0
ENSMUSG00000038437,0,0,0
ENSMUSG00000062232,0,377,577
ENSMUSG00000074500,0,245,245
ENSMUSG00000042901,0,0,0
ENSMUSG00000015755,0,400,600
ENSMUSG00000058624,0,71,71
ENSMUSG00000028654,0,400,404
ENSMUSG00000033880,0,0,0
ENSMUSG00000027330,0,0,0
ENSMUSG00000036833,0,0,26
ENSMUSG00000018427,0,344,344
ENSMUSG00000024330,0,0,0
ENSMUSG00000036046,0,0,0
ENSMUSG00000025161,0,0,0
ENSMUSG00000047875,0,315,315
ENSMUSG00000035373,4.99E-06,0,0
ENSMUSG00000028559,0,233,233
ENSMUSG00000023990,0,197,197
ENSMUSG00000032803,0,400,600
ENSMUSG00000026469,0,316,316
ENSMUSG00000029521,0,156,356
ENSMUSG00000052033,0,0,0
ENSMUSG00000074622,2.39E-05,400,600
ENSMUSG00000071669,0,0,0
ENSMUSG00000025429,0,30,30
ENSMUSG00000014601,0,210,210
ENSMUSG00000027765,0,316,316
ENSMUSG00000021846,0,133,133
ENSMUSG00000061689,0,277,477
ENSMUSG00000024235,0,359,559
ENSMUSG00000041354,0,400,490
ENSMUSG00000039680,0,394,394
ENSMUSG00000036206,0,79,79
ENSMUSG00000068264,0,281,355
ENSMUSG00000059263,0,400,404
ENSMUSG00000070427,0,0,0
ENSMUSG00000024570,0,186,186
ENSMUSG00000019823,0,0,0
ENSMUSG00000018076,0,400,600
ENSMUSG00000028191,0,361,361
ENSMUSG00000026819,0,244,244
ENSMUSG00000020437,0,0,0
ENSMUSG00000027230,0,229,229
ENSMUSG00000002233,0,348,348
ENSMUSG00000029084,0,0,0
ENSMUSG00000022514,0,369,369
ENSMUSG00000022858,0,293,293
ENSMUSG00000074115,0,0,0
ENSMUSG00000005610,0,400,571
ENSMUSG00000031207,0,184,184
ENSMUSG00000022377,0,400,600
ENSMUSG00000031639,0,0,0
ENSMUSG00000030232,0,215,215
ENSMUSG00000022125,0,150,150
ENSMUSG00000021067,0,400,501
ENSMUSG00000038963,0,64,64
ENSMUSG00000033623,0,366,366
ENSMUSG00000026939,0,0,0
ENSMUSG00000020189,0,400,420
ENSMUSG00000021823,0,400,567
ENSMUSG00000070501,0,0,0
ENSMUSG00000046456,0,0,0
ENSMUSG00000017670,0,276,276
ENSMUSG00000022177,0,181,181
ENSMUSG00000060073,0,243,243
ENSMUSG00000024952,0,236,236
ENSMUSG00000037553,0,0,0
ENSMUSG00000030748,0,322,322
ENSMUSG00000094724,0,400,466
ENSMUSG00000009207,0,290,290
ENSMUSG00000037519,0,393,393
ENSMUSG00000026535,0,0,0
ENSMUSG00000033326,0,0,0
ENSMUSG00000062604,7.11E-05,0,0
ENSMUSG00000029534,0,0,0
ENSMUSG00000095041,0,0,0
ENSMUSG00000015340,0,0,0
ENSMUSG00000021814,0,0,0
ENSMUSG00000010406,0,340,340
ENSMUSG00000055782,0,0,0
ENSMUSG00000000568,0,400,600
ENSMUSG00000041936,0,400,600
ENSMUSG00000022744,0,92,92
ENSMUSG00000064280,0,0,126
ENSMUSG00000029192,0,173,173
ENSMUSG00000096054,0,0,0
ENSMUSG00000039431,0,252,252
ENSMUSG00000029189,0,339,339
ENSMUSG00000090946,4.78E-05,70,70
ENSMUSG00000045817,1.76E-05,400,600
ENSMUSG00000027215,0,0,0
ENSMUSG00000032122,0,0,0
ENSMUSG00000032120,0,171,171
ENSMUSG00000034118,0,201,201
ENSMUSG00000045827,0,0,0
ENSMUSG00000022428,0,400,600
ENSMUSG00000017607,0,0,0
ENSMUSG00000016087,0,0,0
ENSMUSG00000040717,0,225,225
ENSMUSG00000038188,0,0,0
ENSMUSG00000052593,0,400,527
ENSMUSG00000041975,0,331,531
ENSMUSG00000009621,0,400,419
ENSMUSG00000022901,0,0,0
ENSMUSG00000042659,0,67,67
ENSMUSG00000020818,0,383,583
ENSMUSG00000014867,0,27,27
ENSMUSG00000042978,0,123,123
ENSMUSG00000042190,0,0,0
ENSMUSG00000022637,0,225,225
ENSMUSG00000031133,0,0,0
ENSMUSG00000028967,1.08E-06,310,310
ENSMUSG00000046323,1.46E-05,0,0
ENSMUSG00000040363,0,400,600
ENSMUSG00000013707,0,0,0
ENSMUSG00000042029,0,322,322
ENSMUSG00000061887,0,400,600
ENSMUSG00000062203,0,400,520
ENSMUSG00000050931,0,0,0
ENSMUSG00000035004,0,0,0
ENSMUSG00000032411,0,293,293
ENSMUSG00000019790,0,353,353
ENSMUSG00000058835,0,94,94
ENSMUSG00000071654,0,0,0
ENSMUSG00000028803,0,312,512
ENSMUSG00000038872,0,277,277
ENSMUSG00000017417,0,229,229
ENSMUSG00000027349,0,165,165
ENSMUSG00000079108,0,355,355
ENSMUSG00000022360,0,400,415
ENSMUSG00000021767,0,400,600
ENSMUSG00000024143,0,305,305
ENSMUSG00000026235,0,400,465
ENSMUSG00000030263,0,0,0
ENSMUSG00000056498,0,0,0
ENSMUSG00000020308,0,204,204
ENSMUSG00000028889,0,400,546
ENSMUSG00000039981,0,0,0
ENSMUSG00000030291,0,283,283
ENSMUSG00000036362,0,0,0
ENSMUSG00000017002,0,0,0
ENSMUSG00000031578,0,400,478
ENSMUSG00000040479,0,229,229
ENSMUSG00000041132,0,274,274
ENSMUSG00000044477,0,302,502
ENSMUSG00000032661,0,0,0
ENSMUSG00000024818,0,0,0
ENSMUSG00000054517,0,177,177
ENSMUSG00000038679,0,77,230
ENSMUSG00000023809,0,400,474
ENSMUSG00000021270,7.43E-07,400,600
ENSMUSG00000022635,0,304,304
ENSMUSG00000070923,0,308,308
ENSMUSG00000021831,0,400,486
ENSMUSG00000053581,0,196,196
ENSMUSG00000030144,0,0,0
ENSMUSG00000029640,0,319,319
ENSMUSG00000032845,0,0,0
ENSMUSG00000012428,0,0,0
ENSMUSG00000027315,0,400,445
ENSMUSG00000032860,0,393,393
ENSMUSG00000042500,0,224,224
ENSMUSG00000055652,0,218,218
ENSMUSG00000056153,0,207,207
ENSMUSG00000051748,0,0,0
ENSMUSG00000038886,0,284,284
ENSMUSG00000021175,0,181,181
ENSMUSG00000025340,0,400,451
ENSMUSG00000060519,0,160,160
ENSMUSG00000004936,0,329,329
ENSMUSG00000031538,0,0,0
ENSMUSG00000040613,0,0,0
ENSMUSG00000004730,0,0,0
ENSMUSG00000037339,0,400,415
ENSMUSG00000051098,0,400,581
ENSMUSG00000021843,0,249,249
ENSMUSG00000019868,0,182,182
ENSMUSG00000050390,0,0,0
ENSMUSG00000032254,0,276,276
ENSMUSG00000001435,0,0,0
ENSMUSG00000042167,0,358,404
ENSMUSG00000028840,0,299,299
ENSMUSG00000027276,0,400,600
ENSMUSG00000030681,0,0,0
ENSMUSG00000005198,4.83E-05,400,600
ENSMUSG00000006262,0,260,260
ENSMUSG00000034265,0,400,600
ENSMUSG00000016552,0,213,213
ENSMUSG00000018040,0,161,161
ENSMUSG00000040774,0,400,600
ENSMUSG00000070730,0,254,254
ENSMUSG00000078606,0,0,0
ENSMUSG00000076441,0,310,310
ENSMUSG00000031537,0,206,206
ENSMUSG00000022389,0,400,600
ENSMUSG00000038244,0,226,226
ENSMUSG00000020077,0,0,0
ENSMUSG00000022180,0,204,204
ENSMUSG00000062991,0,400,600
ENSMUSG00000039960,0,370,370
ENSMUSG00000031601,0,400,600
ENSMUSG00000029410,0,0,0
ENSMUSG00000021687,0,114,114
ENSMUSG00000020661,0,0,0
ENSMUSG00000058454,0,0,0
ENSMUSG00000040663,0,4,4
ENSMUSG00000020476,0,369,369
ENSMUSG00000020901,0,203,203
ENSMUSG00000028691,0,180,180
ENSMUSG00000062580,0,238,238
ENSMUSG00000025203,0,0,0
ENSMUSG00000078578,0,400,502
ENSMUSG00000014349,0,239,239
ENSMUSG00000040687,0,0,0
ENSMUSG00000026166,0,0,0
ENSMUSG00000021483,0,305,305
ENSMUSG00000024151,0,71,71
ENSMUSG00000032561,0,0,0
ENSMUSG00000028063,0,94,94
ENSMUSG00000026159,0,400,446
ENSMUSG00000027435,0,0,0
ENSMUSG00000034424,0,188,188
ENSMUSG00000041115,0,0,0
ENSMUSG00000049643,0,358,358
ENSMUSG00000069520,0,400,431
ENSMUSG00000031722,0,0,0
ENSMUSG00000037465,0,400,600
ENSMUSG00000028771,0,215,215
ENSMUSG00000023307,0,400,597
ENSMUSG00000025465,0,180,180
ENSMUSG00000027951,0,0,0
ENSMUSG00000036875,0,275,275
ENSMUSG00000021938,0,223,223
ENSMUSG00000042286,0,0,0
ENSMUSG00000032515,0,0,0
ENSMUSG00000026775,0,41,241
ENSMUSG00000058317,0,379,379
ENSMUSG00000024042,0,400,460
ENSMUSG00000043510,0,179,179
ENSMUSG00000053846,0,400,456
ENSMUSG00000040723,0,111,111
ENSMUSG00000021266,0,339,339
ENSMUSG00000027777,0,400,600
ENSMUSG00000021892,0,208,208
ENSMUSG00000003665,0,0,0
ENSMUSG00000029919,0,0,0
ENSMUSG00000034297,0,400,600
ENSMUSG00000070034,0,0,0
ENSMUSG00000021147,0,400,527
ENSMUSG00000024457,0,317,317
ENSMUSG00000006281,0,0,0
ENSMUSG00000022575,0,313,313
ENSMUSG00000000078,0,400,538
ENSMUSG00000015314,0,0,0
ENSMUSG00000042444,0,380,380
ENSMUSG00000040751,0,0,0
ENSMUSG00000024414,0,140,140
ENSMUSG00000039959,0,285,285
ENSMUSG00000056592,0,201,201
ENSMUSG00000028367,0,325,325
ENSMUSG00000036990,0,400,600
ENSMUSG00000038888,0,0,0
ENSMUSG00000028278,0,91,91
ENSMUSG00000030560,0,182,182
ENSMUSG00000058407,0,244,244
ENSMUSG00000038712,0,0,0
ENSMUSG00000026458,0,0,0
ENSMUSG00000034674,0,223,223
ENSMUSG00000066441,0,0,0
ENSMUSG00000050627,0,147,147
ENSMUSG00000029229,0,281,281
ENSMUSG00000033610,0,0,0
ENSMUSG00000020088,0,394,394
ENSMUSG00000027630,0,244,444
ENSMUSG00000038068,0,0,0
ENSMUSG00000036398,0,0,0
ENSMUSG00000030365,0,0,0
ENSMUSG00000020415,0,0,0
ENSMUSG00000028271,0,75,75
ENSMUSG00000000776,0,400,523
ENSMUSG00000061654,0,0,0
ENSMUSG00000031783,0,123,123
ENSMUSG00000031422,0,128,328
ENSMUSG00000037295,0,199,199
ENSMUSG00000071547,0,0,0
ENSMUSG00000048911,0,379,379
ENSMUSG00000028672,0,152,152
ENSMUSG00000069729,0,400,600
ENSMUSG00000042073,0,0,0
ENSMUSG00000028917,0,356,356
ENSMUSG00000028557,0,146,146
ENSMUSG00000022265,0,400,530
ENSMUSG00000061878,0,314,314
ENSMUSG00000063179,0,178,178
ENSMUSG00000025375,0,0,0
ENSMUSG00000025809,0,400,434
ENSMUSG00000023959,0,163,163
ENSMUSG00000031622,0,172,172
ENSMUSG00000000386,0,0,0
ENSMUSG00000023104,0,212,212
ENSMUSG00000074781,0,400,600
ENSMUSG00000005043,0,400,465
ENSMUSG00000079614,0,380,380
ENSMUSG00000025017,0,311,311
ENSMUSG00000039568,0,190,390
ENSMUSG00000002393,0,400,600
ENSMUSG00000032012,0,400,600
ENSMUSG00000067071,5.1E-06,258,258
ENSMUSG00000038351,0,400,600
ENSMUSG00000078784,0,400,553
ENSMUSG00000030447,0,373,373
ENSMUSG00000043895,0,167,167
ENSMUSG00000032435,0,400,423
ENSMUSG00000018476,0,0,0
ENSMUSG00000040548,0,378,378
ENSMUSG00000022150,0,348,348
ENSMUSG00000029581,1.22E-05,209,209
ENSMUSG00000029752,0,178,178
ENSMUSG00000025911,0,0,0
ENSMUSG00000033033,0,0,0
ENSMUSG00000029402,0,125,125
ENSMUSG00000029417,0,0,0
ENSMUSG00000040648,0,379,379
ENSMUSG00000032965,0,369,369
ENSMUSG00000032750,0,0,0
ENSMUSG00000031781,0,0,0
ENSMUSG00000046434,6.54E-05,400,600
ENSMUSG00000015733,0,243,243
ENSMUSG00000028362,0,0,0
ENSMUSG00000064120,0,214,214
ENSMUSG00000024743,0,125,244
ENSMUSG00000034158,0,400,417
ENSMUSG00000031802,0,0,0
ENSMUSG00000050271,0,334,334
ENSMUSG00000024787,0,0,0
ENSMUSG00000021569,0,370,370
ENSMUSG00000028232,0,389,389
ENSMUSG00000021149,0,400,502
ENSMUSG00000024856,0,400,440
ENSMUSG00000079227,0,0,0
ENSMUSG00000030259,0,0,0
ENSMUSG00000048264,0,223,223
ENSMUSG00000039067,0,147,147
ENSMUSG00000046207,0,0,0
ENSMUSG00000032002,0,197,197
ENSMUSG00000026600,0,0,0
ENSMUSG00000020089,0,262,262
ENSMUSG00000005774,0,138,138
ENSMUSG00000026672,0,253,253
ENSMUSG00000038175,6.91E-06,378,378
ENSMUSG00000039646,0,81,81
ENSMUSG00000026389,0,0,0
ENSMUSG00000074213,0,0,0
ENSMUSG00000028019,0,0,0
ENSMUSG00000040463,0,397,397
ENSMUSG00000004798,0,400,417
ENSMUSG00000003032,0,400,600
ENSMUSG00000095687,0,200,200
ENSMUSG00000029249,0,320,320
ENSMUSG00000001175,0,289,289
ENSMUSG00000026853,0,400,600
ENSMUSG00000022474,0,282,282
ENSMUSG00000048806,0,0,0
ENSMUSG00000026766,0,168,168
ENSMUSG00000028238,0,0,0
ENSMUSG00000029379,7.42E-06,0,0
ENSMUSG00000078317,0,215,215
ENSMUSG00000097328,0,0,0
ENSMUSG00000034832,0,154,154
ENSMUSG00000034593,0,400,559
ENSMUSG00000026750,0,26,26
ENSMUSG00000094870,0,400,600
ENSMUSG00000058239,0,400,600
ENSMUSG00000026740,0,164,164
ENSMUSG00000000326,0,376,376
ENSMUSG00000039958,0,0,0
ENSMUSG00000009894,0,400,600
ENSMUSG00000026475,0,0,0
ENSMUSG00000020115,0,318,318
ENSMUSG00000047821,0,0,0
ENSMUSG00000042228,0,113,113
ENSMUSG00000039031,0,0,0
ENSMUSG00000068040,0,0,0
ENSMUSG00000039982,0,0,0
ENSMUSG00000063800,0,398,573
ENSMUSG00000008892,0,400,404
ENSMUSG00000024900,0,63,63
ENSMUSG00000036057,0,258,258
ENSMUSG00000003812,0,140,140
ENSMUSG00000020719,0,400,600
ENSMUSG00000039697,0,400,446
ENSMUSG00000050370,0,0,0
ENSMUSG00000044224,0,272,272
ENSMUSG00000033697,0,364,364
ENSMUSG00000019796,0,223,223
ENSMUSG00000031600,0,400,600
ENSMUSG00000031971,0,400,560
ENSMUSG00000024238,0,400,600
ENSMUSG00000035944,0,177,177
ENSMUSG00000036712,0,0,0
ENSMUSG00000026437,0,0,0
ENSMUSG00000006005,0,400,573
ENSMUSG00000020027,0,338,338
ENSMUSG00000062825,0,400,600
ENSMUSG00000044155,0,202,202
ENSMUSG00000053192,0,358,422
ENSMUSG00000031959,0,0,0
ENSMUSG00000041815,0,147,147
ENSMUSG00000039914,0,0,0
ENSMUSG00000043987,0,62,62
ENSMUSG00000057315,0,0,0
ENSMUSG00000060152,0,339,522
ENSMUSG00000014778,0,312,312
ENSMUSG00000036599,0,159,159
ENSMUSG00000060376,0,181,381
ENSMUSG00000068923,0,0,0
ENSMUSG00000028602,0,0,0
ENSMUSG00000010660,0,379,379
ENSMUSG00000049625,0,0,0
ENSMUSG00000040028,0,0,0
ENSMUSG00000039089,0,400,600
ENSMUSG00000027835,0,140,140
ENSMUSG00000046516,0,193,193
ENSMUSG00000031378,0,373,573
ENSMUSG00000038151,0,245,245
ENSMUSG00000022304,0,0,0
ENSMUSG00000021003,0,95,95
ENSMUSG00000019528,0,231,231
ENSMUSG00000037110,0,400,456
ENSMUSG00000033967,0,0,0
ENSMUSG00000028873,0,344,344
ENSMUSG00000021240,0,123,123
ENSMUSG00000029409,0,0,0
ENSMUSG00000052812,0,400,488
ENSMUSG00000073982,0,13,13
ENSMUSG00000032344,0,164,164
ENSMUSG00000044345,0,0,0
ENSMUSG00000031503,0,400,600
ENSMUSG00000039145,0,400,600
ENSMUSG00000039497,0,0,0
ENSMUSG00000027201,0,270,270
ENSMUSG00000015668,0,400,434
ENSMUSG00000035299,0,0,0
ENSMUSG00000022586,0,0,0
ENSMUSG00000075033,0,250,250
ENSMUSG00000000149,0,303,303
ENSMUSG00000030956,0,0,0
ENSMUSG00000001755,0,271,271
ENSMUSG00000032232,0,294,294
ENSMUSG00000032121,0,0,0
ENSMUSG00000032898,0,216,216
ENSMUSG00000041642,0,214,214
ENSMUSG00000020358,0,351,351
ENSMUSG00000049488,0,73,73
ENSMUSG00000039976,0,88,88
ENSMUSG00000000282,0,400,600
ENSMUSG00000030231,0,400,432
ENSMUSG00000001467,0,221,221
ENSMUSG00000005667,0,134,134
ENSMUSG00000034826,0,190,190
ENSMUSG00000028743,0,400,538
ENSMUSG00000037907,0,400,568
ENSMUSG00000019952,0,400,422
ENSMUSG00000024976,0,400,600
ENSMUSG00000043439,0,363,363
ENSMUSG00000020277,0,257,257
ENSMUSG00000028630,0,400,600
ENSMUSG00000060475,0,400,451
ENSMUSG00000068749,0,252,252
ENSMUSG00000033502,0,25,25
ENSMUSG00000030474,0,0,0
ENSMUSG00000055805,0,400,600
ENSMUSG00000037318,0,0,0
ENSMUSG00000018378,0,167,167
ENSMUSG00000002658,0,400,600
ENSMUSG00000053641,0,324,324
ENSMUSG00000006800,0,400,403
ENSMUSG00000031465,0,0,0
ENSMUSG00000040433,0,0,0
ENSMUSG00000074217,0,400,600
ENSMUSG00000058056,7.03E-05,212,212
ENSMUSG00000053436,0,332,332
ENSMUSG00000031393,0,154,154
ENSMUSG00000052298,0,373,373
ENSMUSG00000025747,0,167,167
ENSMUSG00000029648,0,400,600
ENSMUSG00000063849,0,0,0
ENSMUSG00000004996,0,144,144
ENSMUSG00000031659,0,0,0
ENSMUSG00000058046,0,400,600
ENSMUSG00000019782,0,400,420
ENSMUSG00000022253,0,338,338
ENSMUSG00000067365,0,12,12
ENSMUSG00000050022,0,0,0
ENSMUSG00000026980,0,178,178
ENSMUSG00000041607,0,205,205
ENSMUSG00000026932,0,293,293
ENSMUSG00000018986,0,0,0
ENSMUSG00000062300,0,355,355
ENSMUSG00000027332,0,0,0
ENSMUSG00000048832,0,259,259
ENSMUSG00000041801,0,339,339
ENSMUSG00000030522,0,365,365
ENSMUSG00000031948,0,266,466
ENSMUSG00000025486,0,400,600
ENSMUSG00000029304,0,0,0
ENSMUSG00000044197,0,255,255
ENSMUSG00000031834,0,400,600
ENSMUSG00000020260,0,400,494
ENSMUSG00000029478,0,400,562
ENSMUSG00000029449,0,0,0
ENSMUSG00000019558,0,103,103
ENSMUSG00000033916,0,183,183
ENSMUSG00000049119,0,138,138
ENSMUSG00000020883,0,400,600
ENSMUSG00000027829,0,400,447
ENSMUSG00000022463,0,400,481
ENSMUSG00000041057,0,263,263
ENSMUSG00000033400,0,0,0
ENSMUSG00000030275,0,400,491
ENSMUSG00000027452,0,77,77
ENSMUSG00000024413,0,400,416
ENSMUSG00000029998,0,178,178
ENSMUSG00000051498,0,0,0
ENSMUSG00000015944,0,186,186
ENSMUSG00000028737,0,0,0
ENSMUSG00000045725,0,68,68
ENSMUSG00000000805,0,169,169
ENSMUSG00000032370,0,158,158
ENSMUSG00000050029,0,369,569
ENSMUSG00000043687,0,239,239
ENSMUSG00000071369,0,400,600
ENSMUSG00000068246,0,0,0
ENSMUSG00000029380,2.85E-05,0,0
ENSMUSG00000021466,0,400,600
ENSMUSG00000031278,0,400,454
ENSMUSG00000015804,0,185,185
ENSMUSG00000020225,0,149,149
ENSMUSG00000036850,0,400,561
ENSMUSG00000031245,0,308,308
ENSMUSG00000027589,0,86,86
ENSMUSG00000030788,0,126,126
ENSMUSG00000024640,0,327,327
ENSMUSG00000065979,0,84,84
ENSMUSG00000022978,0,223,223
ENSMUSG00000036553,0,0,0
ENSMUSG00000015846,0,400,600
ENSMUSG00000038390,0,142,142
ENSMUSG00000028211,0,393,393
ENSMUSG00000023010,0,146,146
ENSMUSG00000024165,0,394,394
ENSMUSG00000031295,0,400,433
ENSMUSG00000002847,0,0,0
ENSMUSG00000021872,0,0,0
ENSMUSG00000078813,0,0,0
ENSMUSG00000031304,0,0,0
ENSMUSG00000030795,0,400,483
ENSMUSG00000028937,0,400,600
ENSMUSG00000037572,0,400,600
ENSMUSG00000036985,0,0,0
ENSMUSG00000028356,0,0,0
ENSMUSG00000020023,0,261,261
ENSMUSG00000022300,0,400,600
ENSMUSG00000042225,0,380,380
ENSMUSG00000015112,0,208,208
ENSMUSG00000047412,0,400,600
ENSMUSG00000022863,0,389,389
ENSMUSG00000026914,0,232,232
ENSMUSG00000067610,0,0,0
ENSMUSG00000031197,0,0,0
ENSMUSG00000055172,0,0,0
ENSMUSG00000025358,0,267,267
ENSMUSG00000056529,0,0,0
ENSMUSG00000021775,0,385,385
ENSMUSG00000035851,0,302,302
ENSMUSG00000036944,0,0,0
ENSMUSG00000056999,0,0,0
ENSMUSG00000027955,0,0,0
ENSMUSG00000029715,0,400,596
ENSMUSG00000032841,0,51,51
ENSMUSG00000050777,0,0,0
ENSMUSG00000024921,0,400,600
ENSMUSG00000041997,0,11,11
ENSMUSG00000021360,0,0,0
ENSMUSG00000039873,0,70,59
ENSMUSG00000018848,0,235,235
ENSMUSG00000002111,0,0,0
ENSMUSG00000042042,0,215,215
ENSMUSG00000015943,0,189,189
ENSMUSG00000022442,0,218,218
ENSMUSG00000007950,0,216,216
ENSMUSG00000027698,0,188,188
ENSMUSG00000030657,0,123,123
ENSMUSG00000066677,0,0,0
ENSMUSG00000026773,0,210,210
ENSMUSG00000033088,0,400,447
ENSMUSG00000041058,0,400,403
ENSMUSG00000026656,0,0,0
ENSMUSG00000034075,0,400,445
ENSMUSG00000052477,0,0,0
ENSMUSG00000031788,0,0,0
ENSMUSG00000007036,0,247,247
ENSMUSG00000005732,0,400,600
ENSMUSG00000006058,0,122,122
ENSMUSG00000020075,0,238,238
ENSMUSG00000028016,0,169,169
ENSMUSG00000020248,0,277,277
ENSMUSG00000001158,0,180,180
ENSMUSG00000024048,0,0,0
ENSMUSG00000017119,0,0,0
ENSMUSG00000048327,0,184,184
ENSMUSG00000036587,0,0,0
ENSMUSG00000028793,0,400,414
ENSMUSG00000026077,0,400,600
ENSMUSG00000036622,0,216,216
ENSMUSG00000029422,0,399,399
ENSMUSG00000029376,0,260,260
ENSMUSG00000035354,0,218,218
ENSMUSG00000048537,0,0,0
ENSMUSG00000021143,0,400,513
ENSMUSG00000036155,0,200,200
ENSMUSG00000060904,0,382,543
ENSMUSG00000034570,0,0,0
ENSMUSG00000029430,0,400,496
ENSMUSG00000034714,0,159,159
ENSMUSG00000022052,0,182,182
ENSMUSG00000032231,0,83,83
ENSMUSG00000028669,0,318,318
ENSMUSG00000040502,0,376,376
ENSMUSG00000043542,0,248,248
ENSMUSG00000025730,0,0,0
ENSMUSG00000032375,0,400,574
ENSMUSG00000029267,0,341,341
ENSMUSG00000041313,0,206,206
ENSMUSG00000052512,0,400,519
ENSMUSG00000032497,0,301,301
ENSMUSG00000041028,0,302,302
ENSMUSG00000029860,0,378,378
ENSMUSG00000060260,0,350,350
ENSMUSG00000029461,0,222,222
ENSMUSG00000089762,0,400,585
ENSMUSG00000026496,0,301,301
ENSMUSG00000003518,0,270,270
ENSMUSG00000015337,0,180,180
ENSMUSG00000021476,0,218,218
ENSMUSG00000039737,0,188,188
ENSMUSG00000011008,0,140,140
ENSMUSG00000024817,0,400,600
ENSMUSG00000038467,0,0,0
ENSMUSG00000024576,0,394,394
ENSMUSG00000039428,0,249,249
ENSMUSG00000028756,0,150,150
ENSMUSG00000072825,0,400,430
ENSMUSG00000063480,0,151,151
ENSMUSG00000062908,0,54,54
ENSMUSG00000024639,0,400,582
ENSMUSG00000040322,0,138,138
ENSMUSG00000022106,0,331,531
ENSMUSG00000024404,0,145,145
ENSMUSG00000030738,0,200,200
ENSMUSG00000038740,0,0,0
ENSMUSG00000094483,0,0,0
ENSMUSG00000073678,0,223,223
ENSMUSG00000022280,0,400,429
ENSMUSG00000024197,0,0,0
ENSMUSG00000026473,0,267,267
ENSMUSG00000020868,0,166,166
ENSMUSG00000037995,0,245,245
