ENSSSCG00000020823	BSCL2	ENSSSCT00000025488
ENSSSCG00000004289	CEP162	ENSSSCT00000004742
ENSSSCG00000028428	NAN	ENSSSCT00000032478
ENSSSCG00000000047	NAN	ENSSSCT00000000052
ENSSSCG00000002357	ALDH6A1	ENSSSCT00000002621
ENSSSCG00000025567	NAN	ENSSSCT00000026008
ENSSSCG00000001974	G2E3	ENSSSCT00000002207
ENSSSCG00000023098	NAN	ENSSSCT00000007507
ENSSSCG00000011254	XYLB	ENSSSCT00000012321
ENSSSCG00000003048	CXCL17	ENSSSCT00000036078,ENSSSCT00000003385
ENSSSCG00000021783	NAN	ENSSSCT00000026269
ENSSSCG00000003801	IL23R	ENSSSCT00000034401,ENSSSCT00000033223,ENSSSCT00000004206,ENSSSCT00000032866,ENSSSCT00000034079,ENSSSCT00000033623,ENSSSCT00000032983,ENSSSCT00000036227,ENSSSCT00000034103,ENSSSCT00000033328,ENSSSCT00000033490,ENSSSCT00000034437
ENSSSCG00000008579	CENPO	ENSSSCT00000009388
ENSSSCG00000029331	PALLD	ENSSSCT00000022985
ENSSSCG00000009112	NAN	ENSSSCT00000009979
ENSSSCG00000004364	HACE1	ENSSSCT00000004823
ENSSSCG00000013839	RASAL3	ENSSSCT00000015117
ENSSSCG00000027178	MAN2B2	ENSSSCT00000023041
ENSSSCG00000009092	TRPC3	ENSSSCT00000009958
ENSSSCG00000022021	NAN	ENSSSCT00000031627
ENSSSCG00000029786	NAN	ENSSSCT00000023557
ENSSSCG00000008799	NAN	ENSSSCT00000009626
ENSSSCG00000024676	SRPK3	ENSSSCT00000029367
ENSSSCG00000005369	FOXE1	ENSSSCT00000005909
ENSSSCG00000020953	ATP1A4	ENSSSCT00000025246
ENSSSCG00000021823	NAN	ENSSSCT00000024394
ENSSSCG00000029616	FAAP100	ENSSSCT00000022781
ENSSSCG00000006510	NAN	ENSSSCT00000007130
ENSSSCG00000027648	NAN	ENSSSCT00000022591,ENSSSCT00000025325,ENSSSCT00000030987
ENSSSCG00000012198	MAGEB3	ENSSSCT00000013343
ENSSSCG00000014865	PRKRIR	ENSSSCT00000016218
ENSSSCG00000024329	C12orf43	ENSSSCT00000028422
ENSSSCG00000022480	NAN	ENSSSCT00000002869
ENSSSCG00000002586	OR4K13	ENSSSCT00000002872
ENSSSCG00000027858	NAN	ENSSSCT00000028159
ENSSSCG00000010854	TMEM63A	ENSSSCT00000011876
ENSSSCG00000029968	ASIC4	ENSSSCT00000031576
ENSSSCG00000028593	ENTHD2	ENSSSCT00000022504
ENSSSCG00000010030	EIF4ENIF1	ENSSSCT00000010987
ENSSSCG00000012006	NAN	ENSSSCT00000013137
ENSSSCG00000004186	TAAR8	ENSSSCT00000004625
ENSSSCG00000010166	NTPCR	ENSSSCT00000011132
ENSSSCG00000029557	NAN	ENSSSCT00000005361
ENSSSCG00000006844	FNDC7	ENSSSCT00000007495,ENSSSCT00000007496
ENSSSCG00000011692	ZIC1	ENSSSCT00000012800
ENSSSCG00000022998	PKIG	ENSSSCT00000026128
ENSSSCG00000011631	UBA5	ENSSSCT00000012728
ENSSSCG00000000519	GLIPR1	ENSSSCT00000000561
ENSSSCG00000030025	NAN	ENSSSCT00000026727
ENSSSCG00000021049	NAN	ENSSSCT00000026973
ENSSSCG00000010542	CUTC	ENSSSCT00000011533
ENSSSCG00000008515	MEMO1	ENSSSCT00000009319
ENSSSCG00000000593	NAN	ENSSSCT00000000638
ENSSSCG00000008478	NAN	ENSSSCT00000009280
ENSSSCG00000017322	NAN	ENSSSCT00000018858
ENSSSCG00000000396	STAT2	ENSSSCT00000000428
ENSSSCG00000005805	NAN	ENSSSCT00000006381
ENSSSCG00000014422	NAN	ENSSSCT00000015764,ENSSSCT00000030594
ENSSSCG00000011037	TMEM236	ENSSSCT00000012080
ENSSSCG00000029979	NAN	ENSSSCT00000022837
ENSSSCG00000021308	NAN	ENSSSCT00000025223
ENSSSCG00000013239	PSMC3	ENSSSCT00000014459
ENSSSCG00000013396	ARNTL	ENSSSCT00000014634
ENSSSCG00000008843	NAN	ENSSSCT00000009682
ENSSSCG00000003905	RAD54L	ENSSSCT00000004320
ENSSSCG00000017122	CH242-128B1.2	ENSSSCT00000018640,ENSSSCT00000033730
ENSSSCG00000003483	PADI4	ENSSSCT00000003869
ENSSSCG00000011693	ZIC4	ENSSSCT00000012801
ENSSSCG00000028510	NAN	ENSSSCT00000030307
ENSSSCG00000014061	THOC3	ENSSSCT00000015360
ENSSSCG00000028524	NAN	ENSSSCT00000030783
ENSSSCG00000022036	NAN	ENSSSCT00000030950
ENSSSCG00000017539	HOXB6	ENSSSCT00000019093
ENSSSCG00000027688	RNF183	ENSSSCT00000024858
ENSSSCG00000011104	CUL2	ENSSSCT00000012151
ENSSSCG00000000019	NAN	ENSSSCT00000000020
ENSSSCG00000003092	FOXA3	ENSSSCT00000003431
ENSSSCG00000030507	SMNDC1	ENSSSCT00000028296
ENSSSCG00000028247	NAN	ENSSSCT00000030296,ENSSSCT00000023542,ENSSSCT00000029449
ENSSSCG00000010245	STOX1	ENSSSCT00000011215
ENSSSCG00000012487	XKRX	ENSSSCT00000035839,ENSSSCT00000013654,ENSSSCT00000036324
ENSSSCG00000000272	SP1	ENSSSCT00000000291
ENSSSCG00000002803	CCDC113	ENSSSCT00000003103
ENSSSCG00000027314	CAMSAP2	ENSSSCT00000030669
ENSSSCG00000029401	NAN	ENSSSCT00000031640
ENSSSCG00000002337	ZFYVE1	ENSSSCT00000002600
ENSSSCG00000008969	RCHY1	ENSSSCT00000009824
ENSSSCG00000000441	NAN	ENSSSCT00000000476
ENSSSCG00000017538	HOXB7	ENSSSCT00000019092
ENSSSCG00000028430	NAN	ENSSSCT00000026129
ENSSSCG00000000657	CLEC2D	ENSSSCT00000034328,ENSSSCT00000033596,ENSSSCT00000035461,ENSSSCT00000000713,ENSSSCT00000033530,ENSSSCT00000033550,ENSSSCT00000034164
ENSSSCG00000006994	NAN	ENSSSCT00000007659
ENSSSCG00000028553	ILF2	ENSSSCT00000034724,ENSSSCT00000029624,ENSSSCT00000032691,ENSSSCT00000033266,ENSSSCT00000033738,ENSSSCT00000035200,ENSSSCT00000034322
ENSSSCG00000027527	SLC1A4	ENSSSCT00000024583
ENSSSCG00000027016	C19orf47	ENSSSCT00000028488
ENSSSCG00000026224	ARHGAP31	ENSSSCT00000031238
ENSSSCG00000015776	RWDD4	ENSSSCT00000017177
ENSSSCG00000026359	NAN	ENSSSCT00000028099
ENSSSCG00000011904	UPK1B	ENSSSCT00000013027
ENSSSCG00000012660	SLC25A14	ENSSSCT00000035549,ENSSSCT00000035237,ENSSSCT00000035664,ENSSSCT00000036008,ENSSSCT00000033595,ENSSSCT00000033989,ENSSSCT00000036379,ENSSSCT00000032808,ENSSSCT00000032609,ENSSSCT00000036559,ENSSSCT00000032781,ENSSSCT00000034709,ENSSSCT00000036016,ENSSSCT00000032972,ENSSSCT00000013841,ENSSSCT00000033815,ENSSSCT00000032721,ENSSSCT00000036031
ENSSSCG00000027757	FIS1	ENSSSCT00000028571
ENSSSCG00000011083	NAN	ENSSSCT00000012130
ENSSSCG00000024535	NAN	ENSSSCT00000026202
ENSSSCG00000028305	NAN	ENSSSCT00000024029
ENSSSCG00000014564	IFITM1	ENSSSCT00000035772,ENSSSCT00000015914,ENSSSCT00000034976
ENSSSCG00000030799	KLHL38	ENSSSCT00000035800
ENSSSCG00000028277	NAN	ENSSSCT00000025528
ENSSSCG00000027990	EIF2S1	ENSSSCT00000030998
ENSSSCG00000010142	RYR2	ENSSSCT00000011103
ENSSSCG00000022472	NAN	ENSSSCT00000029128
ENSSSCG00000009162	SLC9B1	ENSSSCT00000010034
ENSSSCG00000012018	CHODL	ENSSSCT00000013149,ENSSSCT00000034102,ENSSSCT00000033452,ENSSSCT00000034707
ENSSSCG00000023679	LRRIQ4	ENSSSCT00000028382
ENSSSCG00000014780	TRIM21	ENSSSCT00000016131,ENSSSCT00000033553,ENSSSCT00000035074
ENSSSCG00000015802	FAM149A	ENSSSCT00000017209
ENSSSCG00000024488	NAN	ENSSSCT00000031683
ENSSSCG00000026616	C1orf106	ENSSSCT00000031567
ENSSSCG00000030260	PFN2	ENSSSCT00000025236
ENSSSCG00000016698	HOXA11	ENSSSCT00000018179
ENSSSCG00000013183	NAN	ENSSSCT00000014403
ENSSSCG00000003955	NAN	ENSSSCT00000004374
ENSSSCG00000029992	NAN	ENSSSCT00000026235
ENSSSCG00000015146	OR6X1	ENSSSCT00000016512
ENSSSCG00000006529	SLC50A1	ENSSSCT00000036692,ENSSSCT00000007151,ENSSSCT00000034471,ENSSSCT00000034123,ENSSSCT00000035891,ENSSSCT00000034973,ENSSSCT00000035308,ENSSSCT00000035699
ENSSSCG00000007931	GLYR1	ENSSSCT00000008693,ENSSSCT00000030382
ENSSSCG00000015805	NAN	ENSSSCT00000017213
ENSSSCG00000017026	NAN	ENSSSCT00000018538
ENSSSCG00000005393	PLPPR1	ENSSSCT00000005936
ENSSSCG00000022512	TRDC	ENSSSCT00000026772
ENSSSCG00000004992	FSCB	ENSSSCT00000005506
ENSSSCG00000027426	BCL3	ENSSSCT00000028895,ENSSSCT00000036014,ENSSSCT00000035316
ENSSSCG00000022292	NPL	ENSSSCT00000028771
ENSSSCG00000003930	RPS8	ENSSSCT00000004346
ENSSSCG00000029350	NAN	ENSSSCT00000023777
ENSSSCG00000025564	GAS2L1	ENSSSCT00000024718
ENSSSCG00000026877	C12orf57	ENSSSCT00000029383
ENSSSCG00000030143	OGN	ENSSSCT00000030914
ENSSSCG00000007615	NAN	ENSSSCT00000008355
ENSSSCG00000015523	NAN	ENSSSCT00000016910
ENSSSCG00000009145	OSTC	ENSSSCT00000010014
ENSSSCG00000022220	NAN	ENSSSCT00000022402
ENSSSCG00000012430	NAN	ENSSSCT00000013591
ENSSSCG00000010601	CALHM1	ENSSSCT00000011596
ENSSSCG00000005574	NAN	ENSSSCT00000006127
ENSSSCG00000003234	NAN	ENSSSCT00000003593
ENSSSCG00000007478	ATP9A	ENSSSCT00000008185,ENSSSCT00000032778,ENSSSCT00000033810,ENSSSCT00000035281,ENSSSCT00000032685
ENSSSCG00000006821	GSTM3	ENSSSCT00000007472
ENSSSCG00000021774	B3GALNT1	ENSSSCT00000026210
ENSSSCG00000017982	HES7	ENSSSCT00000019568
ENSSSCG00000008944	NPFFR2	ENSSSCT00000009798
ENSSSCG00000025314	NAN	ENSSSCT00000001425
ENSSSCG00000012347	ALAS2	ENSSSCT00000013502,ENSSSCT00000034915,ENSSSCT00000036389,ENSSSCT00000033260,ENSSSCT00000036484,ENSSSCT00000036160,ENSSSCT00000032826
ENSSSCG00000014248	LMNB1	ENSSSCT00000015568
ENSSSCG00000021914	NAN	ENSSSCT00000023053
ENSSSCG00000012188	NAN	ENSSSCT00000013333
ENSSSCG00000010130	GNB1L	ENSSSCT00000011091
ENSSSCG00000010352	NAN	ENSSSCT00000011333
ENSSSCG00000025363	SNX17	ENSSSCT00000027164
ENSSSCG00000013386	NAN	ENSSSCT00000014621
ENSSSCG00000025961	NAN	ENSSSCT00000025497
ENSSSCG00000000837	CHST11	ENSSSCT00000000910
ENSSSCG00000000763	CACNA1C	ENSSSCT00000000827
ENSSSCG00000028371	NAN	ENSSSCT00000025109
ENSSSCG00000005066	EXOC5	ENSSSCT00000005583
ENSSSCG00000006655	CIART	ENSSSCT00000007292
ENSSSCG00000017829	SGSM2	ENSSSCT00000019404,ENSSSCT00000028397
ENSSSCG00000027942	NAN	ENSSSCT00000007543
ENSSSCG00000014878	NAN	ENSSSCT00000016232,ENSSSCT00000035014,ENSSSCT00000033247,ENSSSCT00000034801,ENSSSCT00000035648,ENSSSCT00000033767
ENSSSCG00000009353	NAN	ENSSSCT00000010250
ENSSSCG00000026259	LINGO4	ENSSSCT00000027984
ENSSSCG00000026665	NAN	ENSSSCT00000025171
ENSSSCG00000029185	MAPRE3	ENSSSCT00000027657
ENSSSCG00000002630	GCM1	ENSSSCT00000002918
ENSSSCG00000006835	SARS	ENSSSCT00000007486
ENSSSCG00000029889	CST3	ENSSSCT00000027339
ENSSSCG00000028531	NAN	ENSSSCT00000026359
ENSSSCG00000003718	TAF4B	ENSSSCT00000004118
ENSSSCG00000006080	ERICH5	ENSSSCT00000025911,ENSSSCT00000006671
ENSSSCG00000008740	FBXL5	ENSSSCT00000009562
ENSSSCG00000024663	SPICE1	ENSSSCT00000029496
ENSSSCG00000015772	AGA	ENSSSCT00000017173
ENSSSCG00000022106	NAN	ENSSSCT00000032225
ENSSSCG00000022350	NAN	ENSSSCT00000029782
ENSSSCG00000007685	NAN	ENSSSCT00000008426
ENSSSCG00000002804	CSNK2A2	ENSSSCT00000003104
ENSSSCG00000024276	NAN	ENSSSCT00000023986
ENSSSCG00000004475	HTR1B	ENSSSCT00000004943
ENSSSCG00000021553	CTNNBL1	ENSSSCT00000024027
ENSSSCG00000001949	INSM2	ENSSSCT00000002181
ENSSSCG00000029868	ANO1	ENSSSCT00000014065
ENSSSCG00000005973	NAN	ENSSSCT00000006556
ENSSSCG00000000408	NAN	ENSSSCT00000000442
ENSSSCG00000022180	NAN	ENSSSCT00000024177
ENSSSCG00000004135	ADAT2	ENSSSCT00000004570
ENSSSCG00000020914	GRAMD4	ENSSSCT00000023684
ENSSSCG00000027598	SELT	ENSSSCT00000027016
ENSSSCG00000024024	CX3CR1	ENSSSCT00000032483
ENSSSCG00000004904	MC4R	ENSSSCT00000005410
ENSSSCG00000022223	NAN	ENSSSCT00000032571
ENSSSCG00000000369	PYM1	ENSSSCT00000000392
ENSSSCG00000013139	NAN	ENSSSCT00000014359
ENSSSCG00000022697	NAN	ENSSSCT00000024331
ENSSSCG00000015706	LYPD1	ENSSSCT00000017106
ENSSSCG00000022492	AMPD3	ENSSSCT00000026707
ENSSSCG00000004744	TYRO3	ENSSSCT00000005243
ENSSSCG00000005068	SLC35F4	ENSSSCT00000005585,ENSSSCT00000029198
ENSSSCG00000008043	NAN	ENSSSCT00000008814
ENSSSCG00000022647	TIMM17B	ENSSSCT00000027760
ENSSSCG00000008603	MATN3	ENSSSCT00000009414
ENSSSCG00000028132	NAA20	ENSSSCT00000028905
ENSSSCG00000028372	FAM131A	ENSSSCT00000030020
ENSSSCG00000008619	NAN	ENSSSCT00000009430
ENSSSCG00000023441	KLHDC8A	ENSSSCT00000031589
ENSSSCG00000010055	GGT5	ENSSSCT00000011016
ENSSSCG00000009814	ANAPC5	ENSSSCT00000010757
ENSSSCG00000007344	KIAA1755	ENSSSCT00000008036
ENSSSCG00000021939	NAN	ENSSSCT00000027897
ENSSSCG00000018094	CYTB	ENSSSCT00000019689
ENSSSCG00000012289	PRAF2	ENSSSCT00000013438,ENSSSCT00000035198
ENSSSCG00000015039	BCO2	ENSSSCT00000016405
ENSSSCG00000001746	NAN	ENSSSCT00000001952
ENSSSCG00000023681	NAN	ENSSSCT00000022988
ENSSSCG00000020872	NAN	ENSSSCT00000024574
ENSSSCG00000003520	CDC42	ENSSSCT00000003910,ENSSSCT00000003911,ENSSSCT00000033211,ENSSSCT00000034073,ENSSSCT00000035163,ENSSSCT00000036164,ENSSSCT00000035480
ENSSSCG00000020973	BORCS5	ENSSSCT00000025837
ENSSSCG00000030672	ZNF692	ENSSSCT00000024881
ENSSSCG00000022865	GRM8	ENSSSCT00000026245
ENSSSCG00000006727	WDR3	ENSSSCT00000007369
ENSSSCG00000009328	NAN	ENSSSCT00000010222
ENSSSCG00000007728	NAN	ENSSSCT00000008473
ENSSSCG00000009177	DNAJB14	ENSSSCT00000010050
ENSSSCG00000018032	TRPV2	ENSSSCT00000019627
ENSSSCG00000027420	KCNJ10	ENSSSCT00000029163
ENSSSCG00000029012	NAN	ENSSSCT00000028646
ENSSSCG00000006759	OLFML3	ENSSSCT00000007404
ENSSSCG00000000884	NAN	ENSSSCT00000033603,ENSSSCT00000000968,ENSSSCT00000035909
ENSSSCG00000024173	NAN	ENSSSCT00000025820
ENSSSCG00000003563	GPN2	ENSSSCT00000003957
ENSSSCG00000024302	GAP43	ENSSSCT00000025516
ENSSSCG00000017285	NAN	ENSSSCT00000018817
ENSSSCG00000011346	PLXNB1	ENSSSCT00000012423
ENSSSCG00000000737	TULP3	ENSSSCT00000000801
ENSSSCG00000006030	TRHR	ENSSSCT00000006619
ENSSSCG00000029590	ACD	ENSSSCT00000027655
ENSSSCG00000028738	NAN	ENSSSCT00000008859
ENSSSCG00000028657	NAN	ENSSSCT00000023811
ENSSSCG00000023366	NAN	ENSSSCT00000027862
ENSSSCG00000027454	NAN	ENSSSCT00000028901
ENSSSCG00000002433	PSMC1	ENSSSCT00000002703
ENSSSCG00000003836	C1orf168	ENSSSCT00000004248
ENSSSCG00000030298	NAN	ENSSSCT00000022705
ENSSSCG00000005503	TLR4	ENSSSCT00000006051,ENSSSCT00000035900,ENSSSCT00000035553,ENSSSCT00000033568,ENSSSCT00000033686
ENSSSCG00000001370	NAN	ENSSSCT00000001490,ENSSSCT00000001491,ENSSSCT00000022722
ENSSSCG00000012455	CYLC1	ENSSSCT00000013621
ENSSSCG00000020843	MARK1	ENSSSCT00000029833
ENSSSCG00000005486	KIF12	ENSSSCT00000006032
ENSSSCG00000017444	KRT15	ENSSSCT00000018990
ENSSSCG00000029787	NAN	ENSSSCT00000025865
ENSSSCG00000004784	NAN	ENSSSCT00000005283
ENSSSCG00000027352	RNMT	ENSSSCT00000029413
ENSSSCG00000029726	NAN	ENSSSCT00000023359
ENSSSCG00000015008	C11orf65	ENSSSCT00000016372
ENSSSCG00000022874	DNAJA3	ENSSSCT00000025145
ENSSSCG00000023511	NAN	ENSSSCT00000026268
ENSSSCG00000028596	NAN	ENSSSCT00000015098,ENSSSCT00000028142
ENSSSCG00000009544	COL4A1	ENSSSCT00000010462
ENSSSCG00000000703	VAMP1	ENSSSCT00000000765
ENSSSCG00000003576	GPR3	ENSSSCT00000003970
ENSSSCG00000004346	POU3F2	ENSSSCT00000004803
ENSSSCG00000014162	NAN	ENSSSCT00000015471
ENSSSCG00000014757	OR51S1	ENSSSCT00000016108
ENSSSCG00000013752	STX10	ENSSSCT00000015026
ENSSSCG00000004829	CACHD1	ENSSSCT00000005331
ENSSSCG00000029853	NAN	ENSSSCT00000001410,ENSSSCT00000024831
ENSSSCG00000015461	CNTNAP2	ENSSSCT00000016843
ENSSSCG00000015394	KIAA1324L	ENSSSCT00000016769
ENSSSCG00000007472	BCAS4	ENSSSCT00000008177,ENSSSCT00000036568
ENSSSCG00000002815	ADGRG1	ENSSSCT00000003115
ENSSSCG00000026249	PNRC1	ENSSSCT00000027965
ENSSSCG00000025394	NAN	ENSSSCT00000027089
ENSSSCG00000024156	NAN	ENSSSCT00000023772
ENSSSCG00000030220	ADSS	ENSSSCT00000032313
ENSSSCG00000012759	NAN	ENSSSCT00000013949
ENSSSCG00000024751	SPRED3	ENSSSCT00000026246
ENSSSCG00000024395	NAN	ENSSSCT00000031633
ENSSSCG00000016841	SLC1A3	ENSSSCT00000018338
ENSSSCG00000002987	NAN	ENSSSCT00000003318
ENSSSCG00000003471	EPHA2	ENSSSCT00000003857
ENSSSCG00000012421	NAN	ENSSSCT00000013581
ENSSSCG00000023360	NAN	ENSSSCT00000001271
ENSSSCG00000024371	NAN	ENSSSCT00000016064
ENSSSCG00000025633	NAN	ENSSSCT00000024318
ENSSSCG00000016589	LRRC4	ENSSSCT00000018061
ENSSSCG00000000444	NAN	ENSSSCT00000000479,ENSSSCT00000000464
ENSSSCG00000011831	APOD	ENSSSCT00000012943,ENSSSCT00000033009,ENSSSCT00000036023,ENSSSCT00000036048
ENSSSCG00000027763	NDUFAF2	ENSSSCT00000025662
ENSSSCG00000022670	NAN	ENSSSCT00000007726
ENSSSCG00000026712	NAN	ENSSSCT00000030516
ENSSSCG00000010506	OPALIN	ENSSSCT00000011495
ENSSSCG00000008875	RXFP1	ENSSSCT00000009716
ENSSSCG00000009623	SLC39A14	ENSSSCT00000033351,ENSSSCT00000032642,ENSSSCT00000035157,ENSSSCT00000010549
ENSSSCG00000006083	LAPTM4B	ENSSSCT00000006674
ENSSSCG00000017245	CDC42EP4	ENSSSCT00000018774
ENSSSCG00000029558	EXTL1	ENSSSCT00000030578
ENSSSCG00000030079	NAN	ENSSSCT00000032002
ENSSSCG00000030311	NAN	ENSSSCT00000027236
ENSSSCG00000014151	CETN3	ENSSSCT00000015458
ENSSSCG00000021908	NAN	ENSSSCT00000015860
ENSSSCG00000028452	ERAS	ENSSSCT00000030245
ENSSSCG00000008929	NAN	ENSSSCT00000009777
ENSSSCG00000010996	BAG1	ENSSSCT00000012037
ENSSSCG00000007477	NFATC2	ENSSSCT00000008184,ENSSSCT00000034393
ENSSSCG00000016972	CARTPT	ENSSSCT00000018482
ENSSSCG00000004194	ENPP3	ENSSSCT00000033751,ENSSSCT00000004634,ENSSSCT00000028186,ENSSSCT00000034753
ENSSSCG00000006523	MTX1	ENSSSCT00000007144
ENSSSCG00000016554	MEST	ENSSSCT00000018024
ENSSSCG00000012132	ASB9	ENSSSCT00000035090,ENSSSCT00000013271,ENSSSCT00000033399,ENSSSCT00000033185,ENSSSCT00000036502
ENSSSCG00000012119	TMSB4X	ENSSSCT00000013257,ENSSSCT00000035781,ENSSSCT00000036603,ENSSSCT00000033294,ENSSSCT00000036667
ENSSSCG00000021503	BCHE	ENSSSCT00000026297
ENSSSCG00000013853	HSH2D	ENSSSCT00000015132
ENSSSCG00000008247	SUCLG1	ENSSSCT00000009033,ENSSSCT00000009032
ENSSSCG00000006304	MPC2	ENSSSCT00000006909
ENSSSCG00000022872	NAN	ENSSSCT00000024509
ENSSSCG00000022314	CLIC4	ENSSSCT00000022251
ENSSSCG00000006665	SF3B4	ENSSSCT00000007303
ENSSSCG00000008826	NAN	ENSSSCT00000009658,ENSSSCT00000031947,ENSSSCT00000009659
ENSSSCG00000025464	ORAI1	ENSSSCT00000023675
ENSSSCG00000004703	NAN	ENSSSCT00000005194
ENSSSCG00000009203	SNCA	ENSSSCT00000010077
ENSSSCG00000009159	NAN	ENSSSCT00000010031
ENSSSCG00000010727	GPR26	ENSSSCT00000011738
ENSSSCG00000016706	HOXA2	ENSSSCT00000018187
ENSSSCG00000001806	FSD2	ENSSSCT00000002022
ENSSSCG00000021214	NAN	ENSSSCT00000027809
ENSSSCG00000026447	NAN	ENSSSCT00000022877
ENSSSCG00000013151	NAN	ENSSSCT00000014371
ENSSSCG00000024512	SIK2	ENSSSCT00000025795
ENSSSCG00000015973	ATP5G3	ENSSSCT00000017392
ENSSSCG00000009751	FZD10	ENSSSCT00000010690
ENSSSCG00000010111	DGCR2	ENSSSCT00000011072
ENSSSCG00000003339	CPSF3L	ENSSSCT00000003708
ENSSSCG00000008857	MSMO1	ENSSSCT00000009697
ENSSSCG00000027711	SS18L2	ENSSSCT00000031101
ENSSSCG00000021956	LY75	ENSSSCT00000032142,ENSSSCT00000034209,ENSSSCT00000035518
ENSSSCG00000015929	NAN	ENSSSCT00000017345
ENSSSCG00000015002	ELMOD1	ENSSSCT00000016366
ENSSSCG00000023305	NAN	ENSSSCT00000031542
ENSSSCG00000006805	NAN	ENSSSCT00000007453
ENSSSCG00000024618	FBXO28	ENSSSCT00000032380
ENSSSCG00000021142	NAN	ENSSSCT00000022518
ENSSSCG00000022434	ZNF235	ENSSSCT00000026604
ENSSSCG00000010139	CCDC188	ENSSSCT00000011100
ENSSSCG00000022319	ZNF784	ENSSSCT00000023944
ENSSSCG00000029691	CORO1A	ENSSSCT00000031067
ENSSSCG00000026777	IFN-OMEGA-3	ENSSSCT00000005671
ENSSSCG00000005838	TRAF2	ENSSSCT00000006417,ENSSSCT00000034674
ENSSSCG00000002956	PSMD8	ENSSSCT00000003279
ENSSSCG00000021903	NAN	ENSSSCT00000024553
ENSSSCG00000023405	NAN	ENSSSCT00000031880
ENSSSCG00000028048	ARHGEF15	ENSSSCT00000026531
ENSSSCG00000021860	NAN	ENSSSCT00000023491
ENSSSCG00000016491	KIAA1147	ENSSSCT00000017955
ENSSSCG00000024357	DNAI2	ENSSSCT00000030835
ENSSSCG00000010445	ANKRD22	ENSSSCT00000011430
ENSSSCG00000025034	LAPTM5	ENSSSCT00000026814
ENSSSCG00000025053	RYBP	ENSSSCT00000024414
ENSSSCG00000030545	NAN	ENSSSCT00000029768
ENSSSCG00000003835	C8A	ENSSSCT00000004247
ENSSSCG00000021455	NAN	ENSSSCT00000029820
ENSSSCG00000023983	AGPS	ENSSSCT00000030764
ENSSSCG00000013073	FADS3	ENSSSCT00000014290
ENSSSCG00000007521	NELFCD	ENSSSCT00000034403,ENSSSCT00000008248,ENSSSCT00000032625,ENSSSCT00000032771,ENSSSCT00000033175,ENSSSCT00000035252
ENSSSCG00000004513	NAN	ENSSSCT00000004985
ENSSSCG00000026819	NAN	ENSSSCT00000028752
ENSSSCG00000016834	LMBRD2	ENSSSCT00000018329
ENSSSCG00000014180	ST8SIA4	ENSSSCT00000015492
ENSSSCG00000024489	NAN	ENSSSCT00000029559
ENSSSCG00000016478	PRSS2	ENSSSCT00000017942
ENSSSCG00000024144	NDUFS7	ENSSSCT00000023318,ENSSSCT00000031245
ENSSSCG00000029593	FOXN2	ENSSSCT00000025707
ENSSSCG00000011342	DHX30	ENSSSCT00000012419
ENSSSCG00000026613	NAN	ENSSSCT00000027431
ENSSSCG00000027837	NAN	ENSSSCT00000029619
ENSSSCG00000022767	NAN	ENSSSCT00000023573
ENSSSCG00000029630	TAF10	ENSSSCT00000025194
ENSSSCG00000020894	NAN	ENSSSCT00000022264
ENSSSCG00000010102	SLC7A4	ENSSSCT00000011063
ENSSSCG00000010692	NAN	ENSSSCT00000011693
ENSSSCG00000014789	NAN	ENSSSCT00000016140
ENSSSCG00000022824	NAN	ENSSSCT00000027661
ENSSSCG00000015559	NCF2	ENSSSCT00000016949
ENSSSCG00000027100	MED31	ENSSSCT00000024304
ENSSSCG00000025943	C6orf136	ENSSSCT00000030985,ENSSSCT00000034795,ENSSSCT00000034193,ENSSSCT00000035787
ENSSSCG00000006461	ARHGEF11	ENSSSCT00000007078
ENSSSCG00000010656	CCDC172	ENSSSCT00000011655
ENSSSCG00000015607	HHAT	ENSSSCT00000017001
ENSSSCG00000022879	KDELR2	ENSSSCT00000031493
ENSSSCG00000010547	ERLIN1	ENSSSCT00000011538
ENSSSCG00000004961	ITGA11	ENSSSCT00000005473,ENSSSCT00000033162
ENSSSCG00000026857	NAN	ENSSSCT00000032469
ENSSSCG00000020697	NAN	ENSSSCT00000029939
ENSSSCG00000006189	EYA1	ENSSSCT00000006783
ENSSSCG00000022997	NAN	ENSSSCT00000000370
ENSSSCG00000008000	RPUSD1	ENSSSCT00000008768
ENSSSCG00000027972	NAN	ENSSSCT00000024248,ENSSSCT00000023971,ENSSSCT00000029111
ENSSSCG00000006902	GFI1	ENSSSCT00000007558
ENSSSCG00000009259	PAQR3	ENSSSCT00000010139
ENSSSCG00000006423	OR6N2	ENSSSCT00000007037
ENSSSCG00000002398	TMEM63C	ENSSSCT00000002666
ENSSSCG00000001774	NAN	ENSSSCT00000001989
ENSSSCG00000023536	NAN	ENSSSCT00000026668
ENSSSCG00000017468	SMARCE1	ENSSSCT00000019017
ENSSSCG00000014626	HPX	ENSSSCT00000015977
ENSSSCG00000005055	LGALS3	ENSSSCT00000005572,ENSSSCT00000032888
ENSSSCG00000017833	NAN	ENSSSCT00000019408
ENSSSCG00000002830	IRX6	ENSSSCT00000003131
ENSSSCG00000025743	NAN	ENSSSCT00000027482
ENSSSCG00000015362	TSPAN13	ENSSSCT00000016737
ENSSSCG00000011467	DENND6A	ENSSSCT00000012548,ENSSSCT00000026579,ENSSSCT00000012549
