ENSOCUG00000017200	PDZD4	ENSOCUT00000017201
ENSOCUG00000026120	FOLH1	ENSOCUT00000021748
ENSOCUG00000017354	C11orf57	ENSOCUT00000017352
ENSOCUG00000008725	VPS13B	ENSOCUT00000008743
ENSOCUG00000024719	NAN	ENSOCUT00000001474
ENSOCUG00000025382	NAN	ENSOCUT00000022389
ENSOCUG00000015051	PPP1R3C	ENSOCUT00000015046
ENSOCUG00000023822	CHID1	ENSOCUT00000027035
ENSOCUG00000001880	MAGOH	ENSOCUT00000001878
ENSOCUG00000016783	DTWD1	ENSOCUT00000016782
ENSOCUG00000029050	ZNF527	ENSOCUT00000032986
ENSOCUG00000016617	OR1M1	ENSOCUT00000016615
ENSOCUG00000029592	NAN	ENSOCUT00000033980
ENSOCUG00000016049	COA7	ENSOCUT00000016042
ENSOCUG00000008982	BLZF1	ENSOCUT00000008981
ENSOCUG00000016907	RBAK	ENSOCUT00000016904
ENSOCUG00000007841	DARS2	ENSOCUT00000007843
ENSOCUG00000000921	MYO19	ENSOCUT00000000921
ENSOCUG00000009176	NAN	ENSOCUT00000009173
ENSOCUG00000002064	OR51E2	ENSOCUT00000002062
ENSOCUG00000005922	ASRGL1	ENSOCUT00000005922
ENSOCUG00000008427	ZNF212	ENSOCUT00000008423
ENSOCUG00000017564	ENTPD8	ENSOCUT00000017563
ENSOCUG00000005708	STC1	ENSOCUT00000005707
ENSOCUG00000006393	SSH3	ENSOCUT00000006393
ENSOCUG00000014875	C10orf35	ENSOCUT00000014866
ENSOCUG00000011062	BTBD8	ENSOCUT00000017477,ENSOCUT00000011062
ENSOCUG00000016036	C1orf168	ENSOCUT00000016053
ENSOCUG00000002617	YDJC	ENSOCUT00000002613
ENSOCUG00000025308	NAN	ENSOCUT00000025918
ENSOCUG00000021533	LTC4S	ENSOCUT00000030872
ENSOCUG00000029692	NAN	ENSOCUT00000033181
ENSOCUG00000011120	PURA	ENSOCUT00000011119
ENSOCUG00000024257	NAN	ENSOCUT00000025710
ENSOCUG00000002295	NACA2	ENSOCUT00000002293
ENSOCUG00000025396	KLK10	ENSOCUT00000021953
ENSOCUG00000004804	FLVCR1	ENSOCUT00000004804
ENSOCUG00000005078	STAT5B	ENSOCUT00000005078
ENSOCUG00000002032	GPR18	ENSOCUT00000002027
ENSOCUG00000004561	C2orf76	ENSOCUT00000004559
ENSOCUG00000004326	EMC3	ENSOCUT00000004325
ENSOCUG00000007000	ELP5	ENSOCUT00000006999
ENSOCUG00000015802	NAN	ENSOCUT00000015800
ENSOCUG00000007585	ARGLU1	ENSOCUT00000007583
ENSOCUG00000010917	SBSN	ENSOCUT00000010915
ENSOCUG00000009067	DHX38	ENSOCUT00000009072
ENSOCUG00000007033	PAK3	ENSOCUT00000023921
ENSOCUG00000029686	NAN	ENSOCUT00000033844
ENSOCUG00000016956	NAN	ENSOCUT00000016952
ENSOCUG00000008229	SMYD3	ENSOCUT00000008234
ENSOCUG00000023750	NAN	ENSOCUT00000023569
ENSOCUG00000012259	CMKLR1	ENSOCUT00000012254
ENSOCUG00000007236	CENPP	ENSOCUT00000007236
ENSOCUG00000017449	TMEM62	ENSOCUT00000022131
ENSOCUG00000007935	IGFBPL1	ENSOCUT00000026095
ENSOCUG00000008122	NAN	ENSOCUT00000008122
ENSOCUG00000010406	NELFCD	ENSOCUT00000010410
ENSOCUG00000003714	NAN	ENSOCUT00000003711
ENSOCUG00000022284	NAN	ENSOCUT00000022931
ENSOCUG00000000637	MYL9	ENSOCUT00000000637
ENSOCUG00000015415	TDRP	ENSOCUT00000015407
ENSOCUG00000013917	NAN	ENSOCUT00000013926
ENSOCUG00000029758	NAN	ENSOCUT00000033965
ENSOCUG00000012559	MS4A14	ENSOCUT00000012554
ENSOCUG00000010959	ZIC4	ENSOCUT00000010957,ENSOCUT00000024918
ENSOCUG00000022437	NAN	ENSOCUT00000002533
ENSOCUG00000012640	CGN	ENSOCUT00000029332
ENSOCUG00000005913	CHCHD7	ENSOCUT00000005910
ENSOCUG00000000326	DDHD1	ENSOCUT00000030649
ENSOCUG00000022354	STRA13	ENSOCUT00000026647
ENSOCUG00000002171	TRAPPC6B	ENSOCUT00000033807,ENSOCUT00000002171
ENSOCUG00000026947	NAN	ENSOCUT00000011722
ENSOCUG00000000551	TGM5	ENSOCUT00000000551
ENSOCUG00000023382	NAN	ENSOCUT00000031779
ENSOCUG00000009146	SCYL2	ENSOCUT00000009150
ENSOCUG00000017407	NIPAL2	ENSOCUT00000017408
ENSOCUG00000028023	NAN	ENSOCUT00000022285
ENSOCUG00000013603	ALAS2	ENSOCUT00000033577,ENSOCUT00000013600
ENSOCUG00000027883	KIAA0408	ENSOCUT00000025562
ENSOCUG00000011371	GPR17	ENSOCUT00000011369
ENSOCUG00000012609	FBXL17	ENSOCUT00000013493
ENSOCUG00000009509	ELAC1	ENSOCUT00000009507
ENSOCUG00000026672	NAN	ENSOCUT00000021786
ENSOCUG00000006245	FKBPL	ENSOCUT00000006242
ENSOCUG00000026764	PTRF	ENSOCUT00000026495
ENSOCUG00000025361	NAN	ENSOCUT00000026089
ENSOCUG00000013947	SDHAF1	ENSOCUT00000013941
ENSOCUG00000024076	NAN	ENSOCUT00000022484
ENSOCUG00000029740	NAN	ENSOCUT00000033304
ENSOCUG00000023195	NAN	ENSOCUT00000021736
ENSOCUG00000014233	CORO1C	ENSOCUT00000025446
ENSOCUG00000015702	EPOR	ENSOCUT00000015705
ENSOCUG00000015893	PCSK2	ENSOCUT00000015895
ENSOCUG00000000942	RBBP4	ENSOCUT00000000942
ENSOCUG00000007970	PTCD2	ENSOCUT00000028626
ENSOCUG00000013292	SNCG	ENSOCUT00000013288
ENSOCUG00000004833	DNAJA1	ENSOCUT00000004831
ENSOCUG00000005399	EPO	ENSOCUT00000005397
ENSOCUG00000023686	NAN	ENSOCUT00000021174
ENSOCUG00000021531	NAN	ENSOCUT00000021885
ENSOCUG00000009277	RND2	ENSOCUT00000009277
ENSOCUG00000002620	CCDC116	ENSOCUT00000002619
ENSOCUG00000009034	FCRL3	ENSOCUT00000009035
ENSOCUG00000008863	PNRC1	ENSOCUT00000008861
ENSOCUG00000007428	SNX27	ENSOCUT00000007427
ENSOCUG00000012194	ZSWIM1	ENSOCUT00000012190
ENSOCUG00000022173	NAN	ENSOCUT00000032168
ENSOCUG00000005576	ZMYND8	ENSOCUT00000005582
ENSOCUG00000021145	HHLA1	ENSOCUT00000022073
ENSOCUG00000009612	AKAP14	ENSOCUT00000009612
ENSOCUG00000007962	CBX8	ENSOCUT00000007958
ENSOCUG00000016690	NAN	ENSOCUT00000016689
ENSOCUG00000001768	GBAS	ENSOCUT00000001768
ENSOCUG00000014942	POLD2	ENSOCUT00000014944
ENSOCUG00000006344	GCC1	ENSOCUT00000006344
ENSOCUG00000026658	ADAMTS10	ENSOCUT00000031167
ENSOCUG00000001682	TMEM216	ENSOCUT00000028698
ENSOCUG00000016829	GPX6	ENSOCUT00000016826
ENSOCUG00000006820	TMCO5A	ENSOCUT00000006821
ENSOCUG00000002038	NDNF	ENSOCUT00000002037
ENSOCUG00000011240	NPY6R	ENSOCUT00000011236
ENSOCUG00000021231	CCT5	ENSOCUT00000030910
ENSOCUG00000010754	NIPA1	ENSOCUT00000010752,ENSOCUT00000029139
ENSOCUG00000017714	SAV1	ENSOCUT00000017714
ENSOCUG00000011003	DNAJC11	ENSOCUT00000011004
ENSOCUG00000024733	KPTN	ENSOCUT00000021707
ENSOCUG00000027431	NAN	ENSOCUT00000023522
ENSOCUG00000014722	CSNK2A1	ENSOCUT00000026103
ENSOCUG00000002055	ZNF827	ENSOCUT00000002055
ENSOCUG00000017228	EML3	ENSOCUT00000031440
ENSOCUG00000002003	BCS1L	ENSOCUT00000002003
ENSOCUG00000027714	NAN	ENSOCUT00000021257
ENSOCUG00000029520	UBE2I	ENSOCUT00000033649
ENSOCUG00000022385	NAN	ENSOCUT00000021377
ENSOCUG00000008475	NAN	ENSOCUT00000008469
ENSOCUG00000003053	BBS7	ENSOCUT00000003053
ENSOCUG00000007340	GHSR	ENSOCUT00000007339
ENSOCUG00000011012	HABP2	ENSOCUT00000011014
ENSOCUG00000003454	PRDM6	ENSOCUT00000003455
ENSOCUG00000016638	FGFBP2	ENSOCUT00000016630
ENSOCUG00000029221	NAN	ENSOCUT00000022115
ENSOCUG00000016983	TMPRSS4	ENSOCUT00000016984
ENSOCUG00000012770	FYTTD1	ENSOCUT00000012766
ENSOCUG00000006919	SLC5A11	ENSOCUT00000006920
ENSOCUG00000010455	RAX	ENSOCUT00000010453
ENSOCUG00000023345	PTRH2	ENSOCUT00000022597
ENSOCUG00000021847	RMDN2	ENSOCUT00000026241
ENSOCUG00000002241	STRIP1	ENSOCUT00000002241
ENSOCUG00000001951	XRCC6BP1	ENSOCUT00000001950
ENSOCUG00000022149	CRISP2	ENSOCUT00000024874
ENSOCUG00000009400	DNAI2	ENSOCUT00000009399
ENSOCUG00000027856	NAN	ENSOCUT00000027402
ENSOCUG00000005657	NAN	ENSOCUT00000005656
ENSOCUG00000002350	SMG8	ENSOCUT00000002353
ENSOCUG00000009395	CNTN1	ENSOCUT00000009397
ENSOCUG00000007086	KIT	ENSOCUT00000007088
ENSOCUG00000010203	TLN1	ENSOCUT00000010227
ENSOCUG00000016136	NAN	ENSOCUT00000016135
ENSOCUG00000023560	MTFR2	ENSOCUT00000024537
ENSOCUG00000009419	APPBP2	ENSOCUT00000009417
ENSOCUG00000012295	TNFAIP8L3	ENSOCUT00000012294
ENSOCUG00000013641	NAN	ENSOCUT00000013631
ENSOCUG00000001301	PRL	ENSOCUT00000001299
ENSOCUG00000000812	CCDC39	ENSOCUT00000000815
ENSOCUG00000025807	NAN	ENSOCUT00000024007
ENSOCUG00000023212	NAN	ENSOCUT00000027556
ENSOCUG00000022817	FBXO16	ENSOCUT00000020965
ENSOCUG00000002086	Prnp	ENSOCUT00000002082
ENSOCUG00000014920	SPRY1	ENSOCUT00000014913
ENSOCUG00000024618	SNRPA	ENSOCUT00000025861,ENSOCUT00000024363
ENSOCUG00000015056	PRR32	ENSOCUT00000015051
ENSOCUG00000012232	KIRREL	ENSOCUT00000012232
ENSOCUG00000002740	RPS6KA2	ENSOCUT00000002742
ENSOCUG00000016314	TMEM119	ENSOCUT00000016307,ENSOCUT00000022196
ENSOCUG00000021158	DUSP9	ENSOCUT00000021825
ENSOCUG00000017755	MPST	ENSOCUT00000017753
ENSOCUG00000029588	CXCL9	ENSOCUT00000033884
ENSOCUG00000001155	NAN	ENSOCUT00000001155
ENSOCUG00000016225	ATP5G1	ENSOCUT00000016215
ENSOCUG00000022630	MIP	ENSOCUT00000027037
ENSOCUG00000001362	MRPL46	ENSOCUT00000001361
ENSOCUG00000003264	LRRIQ4	ENSOCUT00000003264
ENSOCUG00000021320	RRBP1	ENSOCUT00000021695,ENSOCUT00000031514
ENSOCUG00000024302	LGALS1	ENSOCUT00000027705
ENSOCUG00000007268	TREML2	ENSOCUT00000007268
ENSOCUG00000023229	NAN	ENSOCUT00000022525
ENSOCUG00000004384	ADAMTS13	ENSOCUT00000004388
ENSOCUG00000017760	ANXA5	ENSOCUT00000017760
ENSOCUG00000015606	DLST	ENSOCUT00000015606
ENSOCUG00000029402	NAN	ENSOCUT00000033762
ENSOCUG00000029132	NAN	ENSOCUT00000033189
ENSOCUG00000002807	RNF141	ENSOCUT00000002805
ENSOCUG00000023956	HOXD9	ENSOCUT00000028596
ENSOCUG00000002552	ORYCUNV1R1595	ENSOCUT00000002550
ENSOCUG00000011944	ENPP6	ENSOCUT00000011942
ENSOCUG00000027239	C20orf96	ENSOCUT00000030400
ENSOCUG00000025432	NAN	ENSOCUT00000023507
ENSOCUG00000007728	TTYH2	ENSOCUT00000007728
ENSOCUG00000027655	NAN	ENSOCUT00000031082
ENSOCUG00000015847	CSPP1	ENSOCUT00000015850
ENSOCUG00000023724	NAN	ENSOCUT00000026093
ENSOCUG00000014274	MNAT1	ENSOCUT00000014272
ENSOCUG00000011550	CD86	ENSOCUT00000011546
ENSOCUG00000026068	LDLRAD3	ENSOCUT00000030759
ENSOCUG00000025952	CELSR3	ENSOCUT00000022227
ENSOCUG00000027671	NAN	ENSOCUT00000022567
ENSOCUG00000025465	NAN	ENSOCUT00000022172
ENSOCUG00000023767	NAN	ENSOCUT00000023023
ENSOCUG00000022280	TMEM45B	ENSOCUT00000024979
ENSOCUG00000017163	C2CD5	ENSOCUT00000005601
ENSOCUG00000026561	NAN	ENSOCUT00000023854
ENSOCUG00000007332	WDR66	ENSOCUT00000007333
ENSOCUG00000028199	NAN	ENSOCUT00000001796
ENSOCUG00000014896	SESN2	ENSOCUT00000014896
ENSOCUG00000027179	NAN	ENSOCUT00000030937
ENSOCUG00000002572	LRRC3	ENSOCUT00000002567
ENSOCUG00000029000	CCDC102B	ENSOCUT00000033041
ENSOCUG00000025875	NAN	ENSOCUT00000025960
ENSOCUG00000015328	MOGS	ENSOCUT00000015326
ENSOCUG00000027387	B4GAT1	ENSOCUT00000030719
ENSOCUG00000025725	NAN	ENSOCUT00000028122
ENSOCUG00000027880	ZEB2	ENSOCUT00000031753
ENSOCUG00000002031	AGA	ENSOCUT00000002030
ENSOCUG00000027557	TUBB3	ENSOCUT00000026371
ENSOCUG00000024380	NAN	ENSOCUT00000021137
ENSOCUG00000026566	NAN	ENSOCUT00000031950
ENSOCUG00000010197	PHAX	ENSOCUT00000010195
ENSOCUG00000024613	NAN	ENSOCUT00000026838
ENSOCUG00000012626	TMPRSS11A	ENSOCUT00000012625
ENSOCUG00000001429	MAOA	ENSOCUT00000001433
ENSOCUG00000029285	NAN	ENSOCUT00000034020
ENSOCUG00000004042	PTPRF	ENSOCUT00000022716
ENSOCUG00000008972	MALSU1	ENSOCUT00000008966
ENSOCUG00000006258	WDR72	ENSOCUT00000006259
ENSOCUG00000021107	VAMP1	ENSOCUT00000030731
ENSOCUG00000001816	PLCE1	ENSOCUT00000001816
ENSOCUG00000015437	CLCA4	ENSOCUT00000015442
ENSOCUG00000000448	LRRC55	ENSOCUT00000000448
ENSOCUG00000028001	NAN	ENSOCUT00000024163
ENSOCUG00000010149	IL12A	ENSOCUT00000010149
ENSOCUG00000027343	GABRB1	ENSOCUT00000027179
ENSOCUG00000005365	NAN	ENSOCUT00000005365
ENSOCUG00000010899	NAN	ENSOCUT00000009552,ENSOCUT00000010899
ENSOCUG00000005416	NAN	ENSOCUT00000005414
ENSOCUG00000000051	DMXL1	ENSOCUT00000031590
ENSOCUG00000015216	LRRC3B	ENSOCUT00000015210
ENSOCUG00000007434	PGLYRP1	ENSOCUT00000007432
ENSOCUG00000013685	TBX22	ENSOCUT00000027683,ENSOCUT00000013686
ENSOCUG00000014950	CCDC14	ENSOCUT00000014950
ENSOCUG00000029747	NAN	ENSOCUT00000033676
ENSOCUG00000023219	ASPG	ENSOCUT00000027957
ENSOCUG00000012144	TMPRSS12	ENSOCUT00000012143
ENSOCUG00000000408	NAN	ENSOCUT00000000407
ENSOCUG00000002897	CUL9	ENSOCUT00000002911
ENSOCUG00000008633	MED18	ENSOCUT00000008627
ENSOCUG00000014172	PNOC	ENSOCUT00000014168
ENSOCUG00000014589	NAN	ENSOCUT00000014589
ENSOCUG00000004280	C12orf50	ENSOCUT00000004278
ENSOCUG00000003928	SEPT6	ENSOCUT00000003926
ENSOCUG00000013773	TDP2	ENSOCUT00000013772
ENSOCUG00000014367	SGK1	ENSOCUT00000022391
ENSOCUG00000003998	FMN2	ENSOCUT00000004002,ENSOCUT00000030541
ENSOCUG00000001901	NAN	ENSOCUT00000001900
ENSOCUG00000025962	ARPC1B	ENSOCUT00000024276
ENSOCUG00000022887	NAN	ENSOCUT00000022432
ENSOCUG00000010107	ADA	ENSOCUT00000010105
ENSOCUG00000004218	CD14	ENSOCUT00000004218
ENSOCUG00000004446	VPS37B	ENSOCUT00000004446
ENSOCUG00000002061	NAN	ENSOCUT00000002060
ENSOCUG00000026349	NAN	ENSOCUT00000023024
ENSOCUG00000024068	OR52W1	ENSOCUT00000025860
ENSOCUG00000012855	PRSS46	ENSOCUT00000007423,ENSOCUT00000025003,ENSOCUT00000012852
ENSOCUG00000012034	RBM47	ENSOCUT00000012033
ENSOCUG00000011516	AK7	ENSOCUT00000011515
ENSOCUG00000025737	NAN	ENSOCUT00000020951
ENSOCUG00000017248	TAL1	ENSOCUT00000017246,ENSOCUT00000029858
ENSOCUG00000007952	NAN	ENSOCUT00000007952
ENSOCUG00000026502	LRRC23	ENSOCUT00000029298
ENSOCUG00000026175	NAN	ENSOCUT00000012478
ENSOCUG00000006739	NAGA	ENSOCUT00000006737
ENSOCUG00000029284	NAN	ENSOCUT00000033967
ENSOCUG00000022672	AMIGO3	ENSOCUT00000026587
ENSOCUG00000014558	TECRL	ENSOCUT00000014557
ENSOCUG00000028091	THNSL2	ENSOCUT00000028743
ENSOCUG00000002884	JAG1	ENSOCUT00000002889
ENSOCUG00000017940	CPB2	ENSOCUT00000017941
ENSOCUG00000022775	NAN	ENSOCUT00000021935
ENSOCUG00000026586	FEM1B	ENSOCUT00000029042
ENSOCUG00000005890	DPH2	ENSOCUT00000005888
ENSOCUG00000004805	DHX33	ENSOCUT00000026293
ENSOCUG00000015704	GPR179	ENSOCUT00000015713
ENSOCUG00000023813	NME4	ENSOCUT00000031003
ENSOCUG00000015695	AVPR2	ENSOCUT00000015689
ENSOCUG00000029054	ZNF510	ENSOCUT00000033014
ENSOCUG00000016799	CYB5R1	ENSOCUT00000016800
ENSOCUG00000008741	RNF135	ENSOCUT00000008738
ENSOCUG00000025214	GZF1	ENSOCUT00000029326
ENSOCUG00000003608	DAAM1	ENSOCUT00000027895
ENSOCUG00000012905	GABRA5	ENSOCUT00000012906
ENSOCUG00000010319	TBC1D30	ENSOCUT00000027656
ENSOCUG00000023740	ZBED1	ENSOCUT00000028949
ENSOCUG00000011082	EPHA1	ENSOCUT00000011083
ENSOCUG00000010879	GPR148	ENSOCUT00000010876
ENSOCUG00000015915	MS4A13	ENSOCUT00000015913
ENSOCUG00000002042	NAALADL2	ENSOCUT00000002042
ENSOCUG00000023414	NAN	ENSOCUT00000026649
ENSOCUG00000011051	TNFSF11	ENSOCUT00000024354,ENSOCUT00000011049
ENSOCUG00000014214	NAN	ENSOCUT00000014210
ENSOCUG00000021175	NAN	ENSOCUT00000020924
ENSOCUG00000015538	SLC35A3	ENSOCUT00000015541,ENSOCUT00000033869
ENSOCUG00000029240	C11orf1	ENSOCUT00000033184
ENSOCUG00000011138	ASIP	ENSOCUT00000011137
ENSOCUG00000010941	CPXM2	ENSOCUT00000010941
ENSOCUG00000017546	NABP1	ENSOCUT00000017543
ENSOCUG00000007893	GPAM	ENSOCUT00000007894
ENSOCUG00000027471	IL6	ENSOCUT00000023601
ENSOCUG00000012843	CERS5	ENSOCUT00000012843
ENSOCUG00000012827	UBA6	ENSOCUT00000012840
ENSOCUG00000011399	TTLL5	ENSOCUT00000011407
ENSOCUG00000026146	NAN	ENSOCUT00000021905
ENSOCUG00000007500	HMGXB3	ENSOCUT00000007505,ENSOCUT00000033438
ENSOCUG00000026736	SGCA	ENSOCUT00000028833
ENSOCUG00000014310	NLE1	ENSOCUT00000014310
ENSOCUG00000015507	SUSD5	ENSOCUT00000033714,ENSOCUT00000015506
ENSOCUG00000013357	GRHL3	ENSOCUT00000013364
ENSOCUG00000001648	OCSTAMP	ENSOCUT00000029524
ENSOCUG00000017676	ATP1A3	ENSOCUT00000029024
ENSOCUG00000006467	NAA50	ENSOCUT00000006465
ENSOCUG00000024948	NAN	ENSOCUT00000031116
ENSOCUG00000014119	HOXD3	ENSOCUT00000014120
ENSOCUG00000004375	NAN	ENSOCUT00000004373
ENSOCUG00000007816	C1orf162	ENSOCUT00000007816
ENSOCUG00000014272	IL19	ENSOCUT00000014275
ENSOCUG00000012947	SPCS2	ENSOCUT00000012942
ENSOCUG00000004730	SYBU	ENSOCUT00000004732
ENSOCUG00000009991	NAN	ENSOCUT00000009989
ENSOCUG00000009806	CPO	ENSOCUT00000009805
ENSOCUG00000012464	CD6	ENSOCUT00000012464
ENSOCUG00000026416	NAN	ENSOCUT00000031688
ENSOCUG00000013870	MOK	ENSOCUT00000013872
ENSOCUG00000009019	ZNF821	ENSOCUT00000009016
ENSOCUG00000023811	HIST2H3D	ENSOCUT00000027024
ENSOCUG00000024171	NAN	ENSOCUT00000028083
ENSOCUG00000005825	NAN	ENSOCUT00000033851,ENSOCUT00000005823
ENSOCUG00000021132	NAN	ENSOCUT00000026472
ENSOCUG00000013492	NAN	ENSOCUT00000013489
ENSOCUG00000002956	CPNE4	ENSOCUT00000002959
ENSOCUG00000008539	NSMCE2	ENSOCUT00000008536
ENSOCUG00000002073	NAN	ENSOCUT00000002072
ENSOCUG00000015261	SEPHS1	ENSOCUT00000021731,ENSOCUT00000015257
ENSOCUG00000004150	FGFR1	ENSOCUT00000033797,ENSOCUT00000004150
ENSOCUG00000006592	NAN	ENSOCUT00000006592
ENSOCUG00000029126	NAN	ENSOCUT00000013162
ENSOCUG00000011543	SKOR1	ENSOCUT00000011543,ENSOCUT00000022299
ENSOCUG00000008318	DCBLD2	ENSOCUT00000008319
ENSOCUG00000015766	INADL	ENSOCUT00000015785
ENSOCUG00000007796	NDST4	ENSOCUT00000007797
ENSOCUG00000007256	NAN	ENSOCUT00000007254
ENSOCUG00000007696	PPIL4	ENSOCUT00000007698
ENSOCUG00000007472	COL6A3	ENSOCUT00000007478
ENSOCUG00000010417	CTSZ	ENSOCUT00000022251
ENSOCUG00000008454	CEP112	ENSOCUT00000008459
ENSOCUG00000005438	NAN	ENSOCUT00000005437
ENSOCUG00000013005	STARD3	ENSOCUT00000013010
ENSOCUG00000002699	PARP9	ENSOCUT00000033323,ENSOCUT00000002700
ENSOCUG00000003010	TXNIP	ENSOCUT00000003006
ENSOCUG00000029639	ZNF180	ENSOCUT00000017841
ENSOCUG00000017568	P2RY6	ENSOCUT00000017562
ENSOCUG00000022557	NAN	ENSOCUT00000025433
ENSOCUG00000021418	STRN4	ENSOCUT00000022955
ENSOCUG00000004376	GID4	ENSOCUT00000004377
ENSOCUG00000007900	RCOR2	ENSOCUT00000024348
ENSOCUG00000026624	NAN	ENSOCUT00000026671
ENSOCUG00000009788	WDR49	ENSOCUT00000009790
ENSOCUG00000023121	CRMP1	ENSOCUT00000024280
ENSOCUG00000025937	NAN	ENSOCUT00000030505
ENSOCUG00000010289	EIF3B	ENSOCUT00000010296
ENSOCUG00000015867	ARFGEF1	ENSOCUT00000015890
ENSOCUG00000014198	CAT	ENSOCUT00000014197
ENSOCUG00000026335	NAN	ENSOCUT00000025326
ENSOCUG00000012705	PHF5A	ENSOCUT00000012702
ENSOCUG00000005035	MAP3K13	ENSOCUT00000005036
ENSOCUG00000010482	YWHAQ	ENSOCUT00000010482
ENSOCUG00000020895	VGLL3	ENSOCUT00000033398,ENSOCUT00000027241
ENSOCUG00000015663	FAM3A	ENSOCUT00000015663
ENSOCUG00000024516	CNR1	ENSOCUT00000028838
ENSOCUG00000014431	FAM13B	ENSOCUT00000014435
ENSOCUG00000000285	LBR	ENSOCUT00000033614,ENSOCUT00000000285
ENSOCUG00000029410	NAN	ENSOCUT00000033994
ENSOCUG00000023720	FIS1	ENSOCUT00000028764
ENSOCUG00000021975	RPS23	ENSOCUT00000027163
ENSOCUG00000009867	NAN	ENSOCUT00000009865,ENSOCUT00000024601
ENSOCUG00000024463	NAN	ENSOCUT00000032148
ENSOCUG00000024329	NAN	ENSOCUT00000027118
ENSOCUG00000025111	GALNT15	ENSOCUT00000025924
ENSOCUG00000026142	NAN	ENSOCUT00000030261
ENSOCUG00000011092	FLT4	ENSOCUT00000011102
ENSOCUG00000003249	FZD1	ENSOCUT00000021069,ENSOCUT00000003245
ENSOCUG00000017090	PPP2R1A	ENSOCUT00000017091
ENSOCUG00000026345	NAN	ENSOCUT00000021993
ENSOCUG00000017622	NOVA1	ENSOCUT00000017620
ENSOCUG00000013615	RBP3	ENSOCUT00000013609
ENSOCUG00000006940	NAN	ENSOCUT00000006943
ENSOCUG00000015611	SCUBE3	ENSOCUT00000015614
ENSOCUG00000029637	NAN	ENSOCUT00000033886
ENSOCUG00000008750	PSMD7	ENSOCUT00000008749
ENSOCUG00000013015	IFT122	ENSOCUT00000013022
ENSOCUG00000023904	NAN	ENSOCUT00000023408
ENSOCUG00000004854	IWS1	ENSOCUT00000004852
ENSOCUG00000022384	NAN	ENSOCUT00000028249
ENSOCUG00000021605	ARAP1	ENSOCUT00000031391
ENSOCUG00000010071	GNB1	ENSOCUT00000010071
ENSOCUG00000012853	CYLD	ENSOCUT00000012860
ENSOCUG00000013525	CRYGN	ENSOCUT00000013523
ENSOCUG00000001575	SLC9A3R1	ENSOCUT00000001573
ENSOCUG00000021809	NAN	ENSOCUT00000022583
ENSOCUG00000022788	NAN	ENSOCUT00000023683
ENSOCUG00000015763	PSRC1	ENSOCUT00000021435,ENSOCUT00000015758
ENSOCUG00000011330	SKAP2	ENSOCUT00000011330
ENSOCUG00000006800	ATP10B	ENSOCUT00000033897,ENSOCUT00000006804
ENSOCUG00000029052	ZNF570	ENSOCUT00000032995
ENSOCUG00000002207	RABIF	ENSOCUT00000002205
ENSOCUG00000014013	CSPG5	ENSOCUT00000014006
ENSOCUG00000010690	FAM126B	ENSOCUT00000025328,ENSOCUT00000010692
ENSOCUG00000014189	ANXA8	ENSOCUT00000033730,ENSOCUT00000014193
ENSOCUG00000026833	PROSER3	ENSOCUT00000023542,ENSOCUT00000027509
ENSOCUG00000013728	NAN	ENSOCUT00000013733
ENSOCUG00000003045	NAN	ENSOCUT00000003041
ENSOCUG00000005491	CDKN2AIP	ENSOCUT00000005490,ENSOCUT00000025310
ENSOCUG00000017516	FAM134B	ENSOCUT00000032062
ENSOCUG00000014555	TBX19	ENSOCUT00000026359,ENSOCUT00000014556
ENSOCUG00000024574	XRCC3	ENSOCUT00000030235
ENSOCUG00000003097	BRD2	ENSOCUT00000003094
ENSOCUG00000003579	TEX36	ENSOCUT00000003579
ENSOCUG00000023680	NAN	ENSOCUT00000028639
ENSOCUG00000007705	LGI1	ENSOCUT00000007705
ENSOCUG00000025343	NAN	ENSOCUT00000028079
ENSOCUG00000007339	PLCB1	ENSOCUT00000007346
ENSOCUG00000026026	TBX6	ENSOCUT00000026488
ENSOCUG00000025282	NAN	ENSOCUT00000021172
ENSOCUG00000001889	YBX3	ENSOCUT00000030085
ENSOCUG00000016409	ANKMY2	ENSOCUT00000016405
ENSOCUG00000024779	ENDOV	ENSOCUT00000026473
ENSOCUG00000005876	ZNF337	ENSOCUT00000005877
ENSOCUG00000012560	MYOZ1	ENSOCUT00000026769,ENSOCUT00000012553
ENSOCUG00000010999	LRRC57	ENSOCUT00000010998
ENSOCUG00000002716	BTBD11	ENSOCUT00000002718
ENSOCUG00000005610	RNMT	ENSOCUT00000005612
ENSOCUG00000003078	APLNR	ENSOCUT00000003077
ENSOCUG00000005880	PDS5A	ENSOCUT00000005887
ENSOCUG00000027449	NAN	ENSOCUT00000028118
ENSOCUG00000026134	ORYCUNV1R1633	ENSOCUT00000027783
ENSOCUG00000025286	NAN	ENSOCUT00000025228
ENSOCUG00000028156	NAN	ENSOCUT00000031433
ENSOCUG00000001544	UVSSA	ENSOCUT00000001545
ENSOCUG00000007811	C16orf46	ENSOCUT00000007810
ENSOCUG00000007143	CACNA2D4	ENSOCUT00000007148
ENSOCUG00000020919	TMOD4	ENSOCUT00000021448
ENSOCUG00000009596	NAN	ENSOCUT00000009593
ENSOCUG00000000405	S100PBP	ENSOCUT00000000402
ENSOCUG00000021246	PROX2	ENSOCUT00000032200
ENSOCUG00000023547	NAN	ENSOCUT00000025946
