human,rhesus,rat,mouse
ENSG00000186812,ENSMMUG00000020530,ENSRNOG00000048101,ENSMUSG00000024276
ENSG00000005483,ENSMMUG00000022727,ENSRNOG00000021614,ENSMUSG00000029004
ENSG00000170873,ENSMMUG00000015494,ENSRNOG00000009001,ENSMUSG00000022353
ENSG00000204348,ENSMMUG00000000741,ENSRNOG00000000422,ENSMUSG00000040482
ENSG00000074842,ENSMMUG00000028924,ENSRNOG00000046883,ENSMUSG00000019579
ENSG00000166949,ENSMMUG00000015455,ENSRNOG00000008620,ENSMUSG00000032402
ENSG00000185946,ENSMMUG00000018039,ENSRNOG00000017310,ENSMUSG00000027981
ENSG00000184898,ENSMMUG00000020423,ENSRNOG00000004673,ENSMUSG00000036249
ENSG00000113369,ENSMMUG00000003569,ENSRNOG00000045649,ENSMUSG00000074794
ENSG00000163795,ENSMMUG00000008292,ENSRNOG00000005298,ENSMUSG00000043059
ENSG00000163617,ENSMMUG00000001949,ENSRNOG00000057815,ENSMUSG00000022701
ENSG00000148219,ENSMMUG00000013105,ENSRNOG00000060105,ENSMUSG00000028373
ENSG00000122483,ENSMMUG00000016812,ENSRNOG00000024545,ENSMUSG00000056531
ENSG00000151461,ENSMMUG00000008241,ENSRNOG00000023593,ENSMUSG00000043241
ENSG00000127415,ENSMMUG00000032299,ENSRNOG00000000043,ENSMUSG00000033540
ENSG00000129347,ENSMMUG00000011951,ENSRNOG00000057447,ENSMUSG00000035047
ENSG00000146830,ENSMMUG00000004082,ENSRNOG00000001410,ENSMUSG00000029714
ENSG00000110446,ENSMMUG00000014535,ENSRNOG00000021644,ENSMUSG00000024737
ENSG00000109046,ENSMMUG00000020226,ENSRNOG00000012929,ENSMUSG00000017677
ENSG00000154237,ENSMMUG00000013325,ENSRNOG00000012730,ENSMUSG00000015133
ENSG00000160710,ENSMMUG00000016093,ENSRNOG00000020744,ENSMUSG00000027951
ENSG00000068079,ENSMMUG00000015999,ENSRNOG00000020678,ENSMUSG00000010358
ENSG00000111335,ENSMMUG00000008505,ENSRNOG00000049282,ENSMUSG00000032690
ENSG00000141682,ENSMMUG00000012622,ENSRNOG00000018770,ENSMUSG00000024521
ENSG00000146112,ENSMMUG00000019961,ENSRNOG00000000816,ENSMUSG00000034595
ENSG00000118257,ENSMMUG00000020052,ENSRNOG00000031232,ENSMUSG00000025969
ENSG00000158062,ENSMMUG00000000649,ENSRNOG00000015476,ENSMUSG00000012126
ENSG00000165312,ENSMMUG00000009247,ENSRNOG00000016950,ENSMUSG00000043415
ENSG00000087157,ENSMMUG00000008237,ENSRNOG00000002949,ENSMUSG00000017715
ENSG00000076108,ENSMMUG00000019332,ENSRNOG00000053881,ENSMUSG00000040054
ENSG00000138411,ENSMMUG00000005627,ENSRNOG00000013257,ENSMUSG00000042807
ENSG00000112739,ENSMMUG00000014017,ENSRNOG00000016705,ENSMUSG00000021413
ENSG00000114770,ENSMMUG00000005515,ENSRNOG00000029178,ENSMUSG00000022822
ENSG00000147050,ENSMMUG00000003317,ENSRNOG00000052721,ENSMUSG00000037369
ENSG00000156304,ENSMMUG00000001712,ENSRNOG00000002104,ENSMUSG00000022983
ENSG00000110925,ENSMMUG00000012457,ENSRNOG00000019653,ENSMUSG00000044636
ENSG00000129473,ENSMMUG00000014746,ENSRNOG00000015732,ENSMUSG00000089682
ENSG00000172932,ENSMMUG00000015928,ENSRNOG00000028247,ENSMUSG00000005986
ENSG00000137496,ENSMMUG00000007340,ENSRNOG00000020150,ENSMUSG00000070427
ENSG00000187605,ENSMMUG00000020551,ENSRNOG00000011387,ENSMUSG00000034832
ENSG00000107864,ENSMMUG00000015050,ENSRNOG00000020689,ENSMUSG00000039652
ENSG00000175505,ENSMMUG00000017274,ENSRNOG00000018752,ENSMUSG00000040663
ENSG00000155749,ENSMMUG00000018356,ENSRNOG00000024917,ENSMUSG00000047528
ENSG00000147162,ENSMMUG00000032425,ENSRNOG00000003359,ENSMUSG00000034160
ENSG00000160602,ENSMMUG00000030250,ENSRNOG00000012866,ENSMUSG00000017405
ENSG00000234127,ENSMMUG00000023679,ENSRNOG00000032930,ENSMUSG00000024457
ENSG00000089351,ENSMMUG00000001538,ENSRNOG00000021106,ENSMUSG00000001248
ENSG00000173334,ENSMMUG00000021759,ENSRNOG00000004100,ENSMUSG00000032501
ENSG00000095739,ENSMMUG00000000567,ENSRNOG00000016066,ENSMUSG00000024232
ENSG00000137040,ENSMMUG00000011603,ENSRNOG00000053859,ENSMUSG00000074909
ENSG00000101474,ENSMMUG00000005755,ENSRNOG00000006795,ENSMUSG00000033096
ENSG00000159461,ENSMMUG00000019902,ENSRNOG00000055446,ENSMUSG00000031751
ENSG00000182179,ENSMMUG00000020980,ENSRNOG00000029195,ENSMUSG00000032596
ENSG00000115459,ENSMMUG00000002673,ENSRNOG00000038102,ENSMUSG00000056698
ENSG00000111846,ENSMMUG00000020132,ENSRNOG00000023778,ENSMUSG00000021360
ENSG00000094755,ENSMMUG00000000570,ENSRNOG00000032417,ENSMUSG00000020159
ENSG00000143458,ENSMMUG00000008402,ENSRNOG00000021105,ENSMUSG00000038766
ENSG00000167986,ENSMMUG00000002691,ENSRNOG00000020715,ENSMUSG00000024740
ENSG00000169554,ENSMMUG00000016845,ENSRNOG00000004677,ENSMUSG00000026872
ENSG00000154914,ENSMMUG00000014039,ENSRNOG00000003785,ENSMUSG00000020905
ENSG00000112293,ENSMMUG00000022119,ENSRNOG00000017702,ENSMUSG00000021340
ENSG00000100647,ENSMMUG00000015701,ENSRNOG00000045941,ENSMUSG00000021133
ENSG00000020577,ENSMMUG00000010315,ENSRNOG00000010489,ENSMUSG00000021838
ENSG00000169155,ENSMMUG00000013640,ENSRNOG00000017017,ENSMUSG00000026788
ENSG00000167034,ENSMMUG00000009796,ENSRNOG00000015477,ENSMUSG00000022061
ENSG00000099860,ENSMMUG00000003468,ENSRNOG00000019822,ENSMUSG00000015312
ENSG00000129451,ENSMMUG00000015451,ENSRNOG00000030281,ENSMUSG00000030693
ENSG00000179335,ENSMMUG00000011069,ENSRNOG00000030126,ENSMUSG00000032316
ENSG00000163644,ENSMMUG00000004561,ENSRNOG00000006893,ENSMUSG00000037826
ENSG00000104859,ENSMMUG00000014155,ENSRNOG00000046000,ENSMUSG00000061028
ENSG00000152784,ENSMMUG00000003338,ENSRNOG00000002004,ENSMUSG00000035456
ENSG00000151657,ENSMMUG00000009206,ENSRNOG00000026690,ENSMUSG00000037262
ENSG00000163344,ENSMMUG00000002027,ENSRNOG00000020696,ENSMUSG00000027952
ENSG00000126003,ENSMMUG00000000118,ENSRNOG00000010086,ENSMUSG00000051413
ENSG00000160818,ENSMMUG00000002624,ENSRNOG00000018969,ENSMUSG00000028069
ENSG00000138757,ENSMMUG00000002153,ENSRNOG00000002433,ENSMUSG00000029405
ENSG00000139263,ENSMMUG00000004233,ENSRNOG00000007654,ENSMUSG00000020105
ENSG00000172936,ENSMMUG00000000995,ENSRNOG00000013634,ENSMUSG00000032508
ENSG00000104321,ENSMMUG00000010748,ENSRNOG00000007354,ENSMUSG00000032769
ENSG00000196220,ENSMMUG00000020014,ENSRNOG00000006509,ENSMUSG00000030257
ENSG00000110367,ENSMMUG00000018651,ENSRNOG00000053932,ENSMUSG00000032097
ENSG00000173875,ENSMMUG00000016862,ENSRNOG00000023920,ENSMUSG00000074194
ENSG00000198742,ENSMMUG00000009183,ENSRNOG00000000999,ENSMUSG00000038780
ENSG00000175336,ENSMMUG00000000805,ENSRNOG00000033619,ENSMUSG00000047631
ENSG00000059728,ENSMMUG00000010226,ENSRNOG00000017720,ENSMUSG00000001156
ENSG00000115267,ENSMMUG00000003202,ENSRNOG00000006227,ENSMUSG00000026896
ENSG00000053747,ENSMMUG00000004321,ENSRNOG00000011300,ENSMUSG00000024421
ENSG00000131584,ENSMMUG00000013862,ENSRNOG00000022307,ENSMUSG00000029033
ENSG00000157557,ENSMMUG00000009063,ENSRNOG00000001647,ENSMUSG00000022895
ENSG00000177409,ENSMMUG00000020803,ENSRNOG00000051922,ENSMUSG00000047735
ENSG00000078401,ENSMMUG00000007263,ENSRNOG00000014361,ENSMUSG00000021367
ENSG00000162413,ENSMMUG00000018181,ENSRNOG00000003334,ENSMUSG00000073700
ENSG00000197329,ENSMMUG00000008773,ENSRNOG00000006329,ENSMUSG00000020134
ENSG00000112394,ENSMMUG00000021534,ENSRNOG00000000588,ENSMUSG00000019838
ENSG00000124092,ENSMMUG00000016802,ENSRNOG00000028661,ENSMUSG00000070495
ENSG00000143442,ENSMMUG00000020925,ENSRNOG00000053599,ENSMUSG00000038902
ENSG00000014914,ENSMMUG00000007246,ENSRNOG00000021176,ENSMUSG00000045934
ENSG00000164430,ENSMMUG00000019606,ENSRNOG00000046191,ENSMUSG00000032344
ENSG00000147883,ENSMMUG00000001132,ENSRNOG00000006735,ENSMUSG00000073802
ENSG00000168495,ENSMMUG00000023226,ENSRNOG00000010028,ENSMUSG00000000776
ENSG00000133805,ENSMMUG00000015785,ENSRNOG00000018262,ENSMUSG00000005686
ENSG00000143013,ENSMMUG00000017383,ENSRNOG00000009205,ENSMUSG00000028266
ENSG00000187066,ENSMMUG00000018771,ENSRNOG00000047431,ENSMUSG00000047733
ENSG00000258890,ENSMMUG00000009459,ENSRNOG00000014354,ENSMUSG00000018372
ENSG00000157782,ENSMMUG00000002536,ENSRNOG00000001173,ENSMUSG00000029544
ENSG00000077458,ENSMMUG00000014792,ENSRNOG00000024863,ENSMUSG00000037808
ENSG00000196684,ENSMMUG00000028856,ENSRNOG00000023614,ENSMUSG00000062007
ENSG00000198689,ENSMMUG00000011271,ENSRNOG00000000879,ENSMUSG00000060681
ENSG00000070610,ENSMMUG00000016331,ENSRNOG00000016364,ENSMUSG00000028467
ENSG00000205177,ENSMMUG00000022420,ENSRNOG00000010963,ENSMUSG00000032671
ENSG00000082258,ENSMMUG00000010196,ENSRNOG00000017113,ENSMUSG00000026349
ENSG00000173575,ENSMMUG00000011782,ENSRNOG00000012716,ENSMUSG00000078671
ENSG00000143514,ENSMMUG00000011146,ENSRNOG00000003237,ENSMUSG00000026510
ENSG00000104936,ENSMMUG00000016457,ENSRNOG00000015085,ENSMUSG00000030409
ENSG00000105821,ENSMMUG00000003430,ENSRNOG00000012392,ENSMUSG00000029014
ENSG00000156735,ENSMMUG00000013775,ENSRNOG00000042560,ENSMUSG00000037316
ENSG00000099203,ENSMMUG00000012041,ENSRNOG00000008037,ENSMUSG00000032180
ENSG00000174059,ENSMMUG00000015133,ENSRNOG00000045558,ENSMUSG00000016494
ENSG00000108669,ENSMMUG00000013313,ENSRNOG00000043381,ENSMUSG00000017132
ENSG00000143995,ENSMMUG00000011216,ENSRNOG00000004606,ENSMUSG00000020160
ENSG00000131686,ENSMMUG00000019687,ENSRNOG00000021355,ENSMUSG00000028972
ENSG00000120910,ENSMMUG00000014442,ENSRNOG00000009745,ENSMUSG00000022092
ENSG00000158859,ENSMMUG00000018132,ENSRNOG00000003538,ENSMUSG00000006403
ENSG00000182685,ENSMMUG00000019233,ENSRNOG00000009611,ENSMUSG00000045744
ENSG00000106367,ENSMMUG00000010162,ENSRNOG00000001415,ENSMUSG00000004849
ENSG00000144908,ENSMMUG00000012488,ENSRNOG00000047023,ENSMUSG00000030088
ENSG00000182087,ENSMMUG00000013577,ENSRNOG00000012808,ENSMUSG00000013858
ENSG00000141367,ENSMMUG00000010509,ENSRNOG00000004291,ENSMUSG00000047126
ENSG00000114933,ENSMMUG00000001053,ENSRNOG00000024272,ENSMUSG00000040865
ENSG00000163527,ENSMMUG00000008608,ENSRNOG00000011922,ENSMUSG00000032437
ENSG00000134954,ENSMMUG00000020706,ENSRNOG00000008941,ENSMUSG00000032035
ENSG00000068400,ENSMMUG00000020059,ENSRNOG00000009071,ENSMUSG00000031153
ENSG00000138398,ENSMMUG00000020512,ENSRNOG00000007673,ENSMUSG00000042133
ENSG00000136630,ENSMMUG00000020182,ENSRNOG00000002309,ENSMUSG00000039377
ENSG00000105679,ENSMMUG00000000837,ENSRNOG00000021009,ENSMUSG00000061099
ENSG00000072422,ENSMMUG00000021400,ENSRNOG00000000633,ENSMUSG00000019944
ENSG00000101347,ENSMMUG00000002091,ENSRNOG00000006418,ENSMUSG00000027639
ENSG00000198719,ENSMMUG00000021144,ENSRNOG00000059984,ENSMUSG00000014773
ENSG00000162616,ENSMMUG00000032016,ENSRNOG00000013011,ENSMUSG00000028035
ENSG00000141664,ENSMMUG00000004434,ENSRNOG00000002882,ENSMUSG00000038866
ENSG00000120149,ENSMMUG00000004932,ENSRNOG00000018355,ENSMUSG00000021469
ENSG00000133316,ENSMMUG00000018779,ENSRNOG00000042878,ENSMUSG00000042729
ENSG00000117528,ENSMMUG00000014013,ENSRNOG00000011929,ENSMUSG00000028127
ENSG00000126870,ENSMMUG00000006973,ENSRNOG00000004520,ENSMUSG00000042050
ENSG00000136573,ENSMMUG00000019206,ENSRNOG00000010798,ENSMUSG00000014453
ENSG00000018280,ENSMMUG00000013359,ENSRNOG00000014956,ENSMUSG00000026177
ENSG00000165805,ENSMMUG00000015859,ENSRNOG00000051928,ENSMUSG00000056912
ENSG00000213983,ENSMMUG00000004144,ENSRNOG00000025619,ENSMUSG00000040701
ENSG00000168779,ENSMMUG00000019030,ENSRNOG00000012478,ENSMUSG00000027833
ENSG00000154781,ENSMMUG00000014777,ENSRNOG00000010090,ENSMUSG00000034083
ENSG00000172183,ENSMMUG00000007669,ENSRNOG00000054561,ENSMUSG00000039236
ENSG00000103449,ENSMMUG00000017200,ENSRNOG00000013907,ENSMUSG00000031665
ENSG00000112210,ENSMMUG00000018003,ENSRNOG00000012629,ENSMUSG00000004768
ENSG00000169439,ENSMMUG00000000963,ENSRNOG00000004936,ENSMUSG00000022261
ENSG00000145391,ENSMMUG00000001841,ENSRNOG00000013045,ENSMUSG00000037111
ENSG00000011132,ENSMMUG00000009672,ENSRNOG00000020466,ENSMUSG00000004931
ENSG00000130787,ENSMMUG00000015221,ENSRNOG00000001091,ENSMUSG00000000915
ENSG00000125249,ENSMMUG00000022747,ENSRNOG00000051564,ENSMUSG00000051615
ENSG00000167470,ENSMMUG00000022100,ENSRNOG00000015434,ENSMUSG00000035621
ENSG00000163635,ENSMMUG00000001508,ENSRNOG00000007246,ENSMUSG00000021738
ENSG00000007944,ENSMMUG00000015474,ENSRNOG00000017579,ENSMUSG00000038175
ENSG00000188596,ENSMMUG00000003862,ENSRNOG00000029837,ENSMUSG00000020014
ENSG00000060339,ENSMMUG00000016652,ENSRNOG00000000397,ENSMUSG00000020074
ENSG00000142961,ENSMMUG00000020163,ENSRNOG00000037620,ENSMUSG00000028709
ENSG00000168092,ENSMMUG00000002050,ENSRNOG00000057102,ENSMUSG00000003131
ENSG00000170370,ENSMMUG00000012415,ENSRNOG00000009482,ENSMUSG00000043969
ENSG00000137221,ENSMMUG00000023319,ENSRNOG00000018980,ENSMUSG00000012296
ENSG00000168386,ENSMMUG00000002945,ENSRNOG00000001645,ENSMUSG00000043336
ENSG00000140451,ENSMMUG00000006366,ENSRNOG00000015878,ENSMUSG00000041064
ENSG00000152457,ENSMMUG00000017176,ENSRNOG00000015980,ENSMUSG00000026648
ENSG00000101004,ENSMMUG00000009953,ENSRNOG00000027747,ENSMUSG00000068115
ENSG00000108688,ENSMMUG00000009782,ENSRNOG00000000239,ENSMUSG00000035373
ENSG00000100650,ENSMMUG00000022407,ENSRNOG00000005513,ENSMUSG00000021134
ENSG00000124333,ENSMMUG00000002015,ENSRNOG00000008372,ENSMUSG00000051412
ENSG00000119397,ENSMMUG00000012668,ENSRNOG00000022015,ENSMUSG00000057110
ENSG00000153487,ENSMMUG00000022818,ENSRNOG00000014520,ENSMUSG00000045969
ENSG00000125386,ENSMMUG00000013158,ENSRNOG00000013832,ENSMUSG00000037210
ENSG00000167565,ENSMMUG00000020685,ENSRNOG00000037690,ENSMUSG00000055200
ENSG00000173120,ENSMMUG00000008771,ENSRNOG00000019145,ENSMUSG00000054611
ENSG00000100429,ENSMMUG00000014101,ENSRNOG00000031915,ENSMUSG00000062906
ENSG00000185022,ENSMMUG00000013915,ENSRNOG00000012886,ENSMUSG00000042622
ENSG00000137504,ENSMMUG00000016543,ENSRNOG00000018987,ENSMUSG00000051451
ENSG00000134531,ENSMMUG00000017638,ENSRNOG00000008676,ENSMUSG00000030208
ENSG00000112659,ENSMMUG00000005434,ENSRNOG00000018372,ENSMUSG00000040327
ENSG00000125814,ENSMMUG00000022388,ENSRNOG00000004753,ENSMUSG00000027438
ENSG00000118263,ENSMMUG00000000190,ENSRNOG00000012961,ENSMUSG00000025959
ENSG00000072832,ENSMMUG00000019563,ENSRNOG00000004781,ENSMUSG00000029121
ENSG00000119927,ENSMMUG00000007526,ENSRNOG00000015124,ENSMUSG00000024978
ENSG00000177042,ENSMMUG00000005162,ENSRNOG00000018061,ENSMUSG00000025505
ENSG00000134470,ENSMMUG00000015149,ENSRNOG00000018706,ENSMUSG00000023206
ENSG00000117036,ENSMMUG00000008999,ENSRNOG00000043095,ENSMUSG00000003382
ENSG00000118412,ENSMMUG00000009182,ENSRNOG00000006487,ENSMUSG00000028282
ENSG00000136141,ENSMMUG00000016293,ENSRNOG00000009412,ENSMUSG00000068015
ENSG00000263528,ENSMMUG00000002526,ENSRNOG00000025100,ENSMUSG00000042349
ENSG00000079215,ENSMMUG00000006202,ENSRNOG00000016163,ENSMUSG00000005360
ENSG00000125503,ENSMMUG00000021965,ENSRNOG00000053828,ENSMUSG00000019254
ENSG00000163694,ENSMMUG00000012036,ENSRNOG00000002408,ENSMUSG00000070780
ENSG00000180376,ENSMMUG00000002818,ENSRNOG00000028380,ENSMUSG00000046753
ENSG00000123609,ENSMMUG00000017781,ENSRNOG00000027502,ENSMUSG00000026946
ENSG00000072818,ENSMMUG00000006211,ENSRNOG00000015674,ENSMUSG00000001588
ENSG00000152661,ENSMMUG00000005225,ENSRNOG00000000805,ENSMUSG00000050953
ENSG00000156976,ENSMMUG00000003702,ENSRNOG00000001815,ENSMUSG00000022884
ENSG00000091879,ENSMMUG00000010139,ENSRNOG00000016696,ENSMUSG00000031465
ENSG00000162601,ENSMMUG00000011800,ENSRNOG00000026299,ENSMUSG00000062627
ENSG00000144320,ENSMMUG00000023498,ENSRNOG00000001593,ENSMUSG00000009207
ENSG00000163932,ENSMMUG00000007230,ENSRNOG00000016346,ENSMUSG00000021948
ENSG00000158480,ENSMMUG00000000740,ENSRNOG00000009207,ENSMUSG00000047030
ENSG00000106785,ENSMMUG00000001773,ENSRNOG00000008922,ENSMUSG00000039853
ENSG00000133401,ENSMMUG00000013954,ENSRNOG00000013140,ENSMUSG00000022197
ENSG00000139116,ENSMMUG00000021192,ENSRNOG00000014844,ENSMUSG00000022629
ENSG00000177045,ENSMMUG00000016455,ENSRNOG00000060146,ENSMUSG00000040841
ENSG00000125726,ENSMMUG00000011042,ENSRNOG00000051015,ENSMUSG00000019489
ENSG00000105321,ENSMMUG00000003075,ENSRNOG00000048848,ENSMUSG00000041375
ENSG00000204574,ENSMMUG00000001886,ENSRNOG00000000799,ENSMUSG00000038762
ENSG00000111907,ENSMMUG00000003135,ENSRNOG00000021478,ENSMUSG00000000296
ENSG00000164236,ENSMMUG00000001130,ENSRNOG00000010888,ENSMUSG00000022237
ENSG00000090554,ENSMMUG00000006825,ENSRNOG00000056212,ENSMUSG00000089989
ENSG00000106100,ENSMMUG00000012547,ENSRNOG00000010629,ENSMUSG00000038058
ENSG00000126746,ENSMMUG00000016990,ENSRNOG00000017066,ENSMUSG00000038346
ENSG00000162068,ENSMMUG00000000004,ENSRNOG00000006970,ENSMUSG00000036473
ENSG00000137124,ENSMMUG00000013057,ENSRNOG00000011497,ENSMUSG00000035561
ENSG00000198625,ENSMMUG00000011236,ENSRNOG00000009696,ENSMUSG00000054387
ENSG00000102934,ENSMMUG00000008924,ENSRNOG00000016558,ENSMUSG00000031775
ENSG00000154174,ENSMMUG00000020025,ENSRNOG00000001640,ENSMUSG00000022752
ENSG00000168101,ENSMMUG00000001890,ENSRNOG00000003224,ENSMUSG00000022516
ENSG00000169609,ENSMMUG00000015890,ENSRNOG00000052273,ENSMUSG00000025102
ENSG00000156427,ENSMMUG00000019401,ENSRNOG00000048389,ENSMUSG00000057967
ENSG00000033030,ENSMMUG00000013643,ENSRNOG00000001243,ENSMUSG00000029427
ENSG00000166526,ENSMMUG00000004021,ENSRNOG00000001341,ENSMUSG00000037007
ENSG00000167281,ENSMMUG00000023028,ENSRNOG00000003386,ENSMUSG00000025576
ENSG00000102753,ENSMMUG00000020572,ENSRNOG00000014945,ENSMUSG00000021929
ENSG00000139324,ENSMMUG00000015864,ENSRNOG00000006749,ENSMUSG00000036676
ENSG00000184402,ENSMMUG00000012606,ENSRNOG00000060010,ENSMUSG00000039086
ENSG00000136826,ENSMMUG00000006088,ENSRNOG00000016299,ENSMUSG00000003032
ENSG00000105880,ENSMMUG00000014919,ENSRNOG00000010905,ENSMUSG00000029755
ENSG00000112893,ENSMMUG00000003316,ENSRNOG00000015439,ENSMUSG00000024085
ENSG00000111266,ENSMMUG00000018580,ENSRNOG00000006628,ENSMUSG00000030203
ENSG00000070190,ENSMMUG00000006829,ENSRNOG00000010575,ENSMUSG00000028159
ENSG00000183578,ENSMMUG00000001388,ENSRNOG00000024230,ENSMUSG00000074345
ENSG00000130561,ENSMMUG00000023359,ENSRNOG00000018185,ENSMUSG00000056055
ENSG00000165684,ENSMMUG00000003086,ENSRNOG00000018845,ENSMUSG00000036281
ENSG00000128272,ENSMMUG00000004499,ENSRNOG00000017801,ENSMUSG00000042406
ENSG00000273559,ENSMMUG00000002944,ENSRNOG00000004091,ENSMUSG00000018541
ENSG00000174943,ENSMMUG00000018993,ENSRNOG00000020010,ENSMUSG00000030685
ENSG00000072518,ENSMMUG00000014131,ENSRNOG00000021184,ENSMUSG00000024969
ENSG00000158691,ENSMMUG00000011675,ENSRNOG00000052959,ENSMUSG00000036721
ENSG00000153914,ENSMMUG00000014586,ENSRNOG00000032735,ENSMUSG00000032621
ENSG00000111912,ENSMMUG00000004290,ENSRNOG00000014004,ENSMUSG00000039697
ENSG00000122012,ENSMMUG00000019887,ENSRNOG00000018094,ENSMUSG00000051111
ENSG00000018510,ENSMMUG00000008502,ENSRNOG00000001547,ENSMUSG00000042410
ENSG00000168826,ENSMMUG00000023394,ENSRNOG00000005633,ENSMUSG00000029127
ENSG00000123636,ENSMMUG00000006182,ENSRNOG00000056984,ENSMUSG00000026987
ENSG00000143545,ENSMMUG00000017586,ENSRNOG00000016733,ENSMUSG00000027935
ENSG00000204859,ENSMMUG00000032281,ENSRNOG00000009595,ENSMUSG00000028952
ENSG00000088538,ENSMMUG00000004273,ENSRNOG00000014576,ENSMUSG00000039716
ENSG00000108509,ENSMMUG00000009176,ENSRNOG00000004283,ENSMUSG00000040712
ENSG00000149716,ENSMMUG00000002369,ENSRNOG00000020903,ENSMUSG00000031072
ENSG00000165275,ENSMMUG00000008662,ENSRNOG00000012454,ENSMUSG00000035601
ENSG00000188676,ENSMMUG00000019306,ENSRNOG00000025365,ENSMUSG00000031549
ENSG00000154040,ENSMMUG00000004346,ENSRNOG00000047436,ENSMUSG00000024430
ENSG00000159200,ENSMMUG00000004600,ENSRNOG00000001979,ENSMUSG00000022951
ENSG00000141506,ENSMMUG00000005792,ENSRNOG00000023428,ENSMUSG00000020901
ENSG00000154721,ENSMMUG00000008723,ENSRNOG00000042848,ENSMUSG00000053062
ENSG00000170348,ENSMMUG00000015168,ENSRNOG00000007901,ENSMUSG00000021248
ENSG00000087903,ENSMMUG00000011967,ENSRNOG00000045846,ENSMUSG00000024206
ENSG00000141582,ENSMMUG00000016418,ENSRNOG00000046207,ENSMUSG00000039989
ENSG00000136816,ENSMMUG00000003793,ENSRNOG00000006435,ENSMUSG00000026848
ENSG00000198198,ENSMMUG00000023674,ENSRNOG00000028659,ENSMUSG00000033253
ENSG00000167302,ENSMMUG00000003291,ENSRNOG00000028161,ENSMUSG00000025377
ENSG00000146826,ENSMMUG00000018402,ENSRNOG00000039214,ENSMUSG00000036948
ENSG00000185917,ENSMMUG00000001125,ENSRNOG00000001699,ENSMUSG00000022948
ENSG00000100813,ENSMMUG00000012979,ENSRNOG00000013533,ENSMUSG00000022185
ENSG00000038219,ENSMMUG00000022027,ENSRNOG00000050437,ENSMUSG00000061755
ENSG00000171617,ENSMMUG00000019996,ENSRNOG00000016541,ENSMUSG00000041773
ENSG00000120549,ENSMMUG00000008376,ENSRNOG00000008666,ENSMUSG00000036617
ENSG00000186001,ENSMMUG00000000184,ENSRNOG00000001774,ENSMUSG00000022801
ENSG00000105792,ENSMMUG00000023654,ENSRNOG00000006114,ENSMUSG00000040473
ENSG00000077157,ENSMMUG00000003998,ENSRNOG00000051440,ENSMUSG00000073557
ENSG00000056972,ENSMMUG00000002174,ENSRNOG00000000595,ENSMUSG00000019842
ENSG00000166716,ENSMMUG00000010432,ENSRNOG00000060206,ENSMUSG00000005621
ENSG00000119004,ENSMMUG00000029750,ENSRNOG00000017631,ENSMUSG00000049439
ENSG00000187210,ENSMMUG00000020406,ENSRNOG00000050534,ENSMUSG00000038843
ENSG00000141699,ENSMMUG00000016796,ENSRNOG00000020056,ENSMUSG00000017802
ENSG00000125733,ENSMMUG00000008697,ENSRNOG00000055524,ENSMUSG00000019487
ENSG00000100941,ENSMMUG00000021026,ENSRNOG00000004061,ENSMUSG00000020994
ENSG00000114554,ENSMMUG00000016720,ENSRNOG00000017003,ENSMUSG00000030084
ENSG00000198837,ENSMMUG00000005002,ENSRNOG00000022373,ENSMUSG00000042404
ENSG00000105576,ENSMMUG00000005684,ENSRNOG00000003970,ENSMUSG00000031691
ENSG00000169228,ENSMMUG00000009045,ENSRNOG00000016539,ENSMUSG00000034789
ENSG00000216490,ENSMMUG00000003163,ENSRNOG00000019387,ENSMUSG00000031838
ENSG00000088826,ENSMMUG00000020912,ENSRNOG00000021255,ENSMUSG00000027333
ENSG00000168040,ENSMMUG00000019735,ENSRNOG00000047035,ENSMUSG00000031077
ENSG00000198604,ENSMMUG00000015074,ENSRNOG00000006828,ENSMUSG00000035021
ENSG00000167549,ENSMMUG00000014411,ENSRNOG00000014496,ENSMUSG00000020836
ENSG00000168298,ENSMMUG00000023748,ENSRNOG00000047459,ENSMUSG00000051627
ENSG00000138778,ENSMMUG00000019089,ENSRNOG00000009339,ENSMUSG00000045328
ENSG00000049192,ENSMMUG00000018100,ENSRNOG00000012655,ENSMUSG00000046169
ENSG00000100425,ENSMMUG00000000553,ENSRNOG00000004538,ENSMUSG00000022387
ENSG00000004777,ENSMMUG00000002394,ENSRNOG00000024677,ENSMUSG00000036882
ENSG00000167280,ENSMMUG00000023027,ENSRNOG00000027498,ENSMUSG00000033857
ENSG00000006118,ENSMMUG00000014533,ENSRNOG00000021338,ENSMUSG00000024736
ENSG00000124767,ENSMMUG00000001638,ENSRNOG00000000541,ENSMUSG00000024026
ENSG00000009413,ENSMMUG00000021533,ENSRNOG00000000593,ENSMUSG00000019841
ENSG00000014164,ENSMMUG00000019255,ENSRNOG00000007684,ENSMUSG00000075600
ENSG00000176945,ENSMMUG00000008355,ENSRNOG00000001776,ENSMUSG00000035638
ENSG00000175455,ENSMMUG00000008301,ENSRNOG00000021469,ENSMUSG00000022833
ENSG00000143870,ENSMMUG00000012864,ENSRNOG00000050197,ENSMUSG00000020571
